id,order_id,inventory_batch_id,quantity_tons
LINE-01164,ORD-01164,INV-01164,1.58
LINE-01165,ORD-01165,INV-01165,0.49
LINE-01166,ORD-01166,INV-01166,1.02
LINE-01167,ORD-01167,INV-01167,0.63
LINE-01168,ORD-01168,INV-01168,0.86
LINE-01169,ORD-01169,INV-01169,1.51
LINE-01170,ORD-01170,INV-01170,0.95
LINE-01171,ORD-01171,INV-01171,0.68
LINE-01172,ORD-01172,INV-01172,0.87
LINE-01173,ORD-01173,INV-01173,1.65
LINE-01174,ORD-01174,INV-01174,0.36
LINE-01175,ORD-01175,INV-01175,0.26
LINE-01176,ORD-01176,INV-01176,0.83
LINE-01177,ORD-01177,INV-01177,0.81
LINE-01178,ORD-01178,INV-01178,1.78
LINE-01179,ORD-01179,INV-01179,1.56
LINE-01180,ORD-01180,INV-01180,1.95
LINE-01181,ORD-01181,INV-01181,0.41
LINE-01182,ORD-01182,INV-01182,1.36
LINE-01183,ORD-01183,INV-01183,0.76
LINE-01184,ORD-01184,INV-01184,1.41
LINE-01185,ORD-01185,INV-01185,0.4
LINE-01186,ORD-01186,INV-01186,0.84
LINE-01187,ORD-01187,INV-01187,0.93
LINE-01188,ORD-01188,INV-01188,0.91
LINE-01189,ORD-01189,INV-01189,1.27
LINE-01190,ORD-01190,INV-01190,1.24
LINE-01191,ORD-01191,INV-01191,0.87
LINE-01192,ORD-01192,INV-01192,1.63
LINE-01193,ORD-01193,INV-01193,0.45
LINE-01194,ORD-01194,INV-01194,0.91
LINE-01195,ORD-01195,INV-01195,0.68
LINE-01196,ORD-01196,INV-01196,1.92
LINE-01197,ORD-01197,INV-01197,1.32
LINE-01198,ORD-01198,INV-01198,1.41
LINE-01199,ORD-01199,INV-01199,1.72
LINE-01200,ORD-01200,INV-01200,1.84
LINE-01201,ORD-01201,INV-01201,1.08
LINE-01202,ORD-01202,INV-01202,0.57
LINE-01203,ORD-01203,INV-01203,0.3
LINE-01204,ORD-01204,INV-01204,0.53
LINE-01205,ORD-01205,INV-01205,1.29
LINE-01206,ORD-01206,INV-01206,1.99
LINE-01207,ORD-01207,INV-01207,1.39
LINE-01208,ORD-01208,INV-01208,0.97
LINE-01209,ORD-01209,INV-01209,0.85
LINE-01210,ORD-01210,INV-01210,0.69
LINE-01211,ORD-01211,INV-01211,0.56
LINE-01212,ORD-01212,INV-01212,0.39
LINE-01213,ORD-01213,INV-01213,1.66
LINE-01214,ORD-01214,INV-01214,0.7
LINE-01215,ORD-01215,INV-01215,1.68
LINE-01216,ORD-01216,INV-01216,1.45
LINE-01217,ORD-01217,INV-01217,0.38
LINE-01218,ORD-01218,INV-01218,1.81
LINE-01219,ORD-01219,INV-01219,1.34
LINE-01220,ORD-01220,INV-01220,1.47
LINE-01221,ORD-01221,INV-01221,1.93
LINE-01222,ORD-01222,INV-01222,0.82
LINE-01223,ORD-01223,INV-01223,1.81
LINE-01224,ORD-01224,INV-01224,0.84
LINE-01225,ORD-01225,INV-01225,1.78
LINE-01226,ORD-01226,INV-01226,1.36
LINE-01227,ORD-01227,INV-01227,0.77
LINE-01228,ORD-01228,INV-01228,1.7
LINE-01229,ORD-01229,INV-01229,0.32
LINE-01230,ORD-01230,INV-01230,0.9
LINE-01231,ORD-01231,INV-01231,0.47
LINE-01232,ORD-01232,INV-01232,0.58
LINE-01233,ORD-01233,INV-01233,1.23
LINE-01234,ORD-01234,INV-01234,0.25
LINE-01235,ORD-01235,INV-01235,1.11
LINE-01236,ORD-01236,INV-01236,0.62
LINE-01237,ORD-01237,INV-01237,0.71
LINE-01238,ORD-01238,INV-01238,1.1
LINE-01239,ORD-01239,INV-01239,0.61
LINE-01240,ORD-01240,INV-01240,0.49
LINE-01241,ORD-01241,INV-01241,1.75
LINE-01242,ORD-01242,INV-01242,1.78
LINE-01243,ORD-01243,INV-01243,0.71
LINE-01244,ORD-01244,INV-01244,0.7
LINE-01245,ORD-01245,INV-01245,0.72
LINE-01246,ORD-01246,INV-01246,0.45
LINE-01247,ORD-01247,INV-01247,1.57
LINE-01248,ORD-01248,INV-01248,0.65
LINE-01249,ORD-01249,INV-01249,0.8
LINE-01250,ORD-01250,INV-01250,0.62
LINE-01251,ORD-01251,INV-01251,0.29
LINE-01252,ORD-01252,INV-01252,0.97
LINE-01253,ORD-01253,INV-01253,1.65
LINE-01254,ORD-01254,INV-01254,0.98
LINE-01255,ORD-01255,INV-01255,0.95
LINE-01256,ORD-01256,INV-01256,1.47
LINE-01257,ORD-01257,INV-01257,1.76
LINE-01258,ORD-01258,INV-01258,1.4
LINE-01259,ORD-01259,INV-01259,1.31
LINE-01260,ORD-01260,INV-01260,1.94
LINE-01261,ORD-01261,INV-01261,1.86
LINE-01262,ORD-01262,INV-01262,1.25
LINE-01263,ORD-01263,INV-01263,0.55
LINE-01264,ORD-01264,INV-01264,1.19
LINE-01265,ORD-01265,INV-01265,1.75
LINE-01266,ORD-01266,INV-01266,1.89
LINE-01267,ORD-01267,INV-01267,1.14
LINE-01268,ORD-01268,INV-01268,1.59
LINE-01269,ORD-01269,INV-01269,1.77
LINE-01270,ORD-01270,INV-01270,1.57
LINE-01271,ORD-01271,INV-01271,0.86
LINE-01272,ORD-01272,INV-01272,1.75
LINE-01273,ORD-01273,INV-01273,0.66
LINE-01274,ORD-01274,INV-01274,1.71
LINE-01275,ORD-01275,INV-01275,0.83
LINE-01276,ORD-01276,INV-01276,1.56
LINE-01277,ORD-01277,INV-01277,1.04
LINE-01278,ORD-01278,INV-01278,1.73
LINE-01279,ORD-01279,INV-01279,0.47
LINE-01280,ORD-01280,INV-01280,0.72
LINE-01281,ORD-01281,INV-01281,0.59
LINE-01282,ORD-01282,INV-01282,1.37
LINE-01283,ORD-01283,INV-01283,0.99
LINE-01284,ORD-01284,INV-01284,1.22
LINE-01285,ORD-01285,INV-01285,1.23
LINE-01286,ORD-01286,INV-01286,0.46
LINE-01287,ORD-01287,INV-01287,0.43
LINE-01288,ORD-01288,INV-01288,0.92
LINE-01289,ORD-01289,INV-01289,1.71
LINE-01290,ORD-01290,INV-01290,0.72
LINE-01291,ORD-01291,INV-01291,1.51
LINE-01292,ORD-01292,INV-01292,1.7
LINE-01293,ORD-01293,INV-01293,0.61
LINE-01294,ORD-01294,INV-01294,1.91
LINE-01295,ORD-01295,INV-01295,1.28
LINE-01296,ORD-01296,INV-01296,1.58
LINE-01297,ORD-01297,INV-01297,1.83
LINE-01298,ORD-01298,INV-01298,1.14
LINE-01299,ORD-01299,INV-01299,0.61
LINE-01300,ORD-01300,INV-01300,1.07
LINE-01301,ORD-01301,INV-01301,1.39
LINE-01302,ORD-01302,INV-01302,0.88
LINE-01303,ORD-01303,INV-01303,1.15
LINE-01304,ORD-01304,INV-01304,1.53
LINE-01305,ORD-01305,INV-01305,0.63
LINE-01306,ORD-01306,INV-01306,0.75
LINE-01307,ORD-01307,INV-01307,1.08
LINE-01308,ORD-01308,INV-01308,0.27
LINE-01309,ORD-01309,INV-01309,0.69
LINE-01310,ORD-01310,INV-01310,0.66
LINE-01311,ORD-01311,INV-01311,0.26
LINE-01312,ORD-01312,INV-01312,0.27
LINE-01313,ORD-01313,INV-01313,1.85
LINE-01314,ORD-01314,INV-01314,1.9
LINE-01315,ORD-01315,INV-01315,0.86
LINE-01316,ORD-01316,INV-01316,1.15
LINE-01317,ORD-01317,INV-01317,1.36
LINE-01318,ORD-01318,INV-01318,0.98
LINE-01319,ORD-01319,INV-01319,0.29
LINE-01320,ORD-01320,INV-01320,1.2
LINE-01321,ORD-01321,INV-01321,0.94
LINE-01322,ORD-01322,INV-01322,0.86
LINE-01323,ORD-01323,INV-01323,1.63
LINE-01324,ORD-01324,INV-01324,1.95
LINE-01325,ORD-01325,INV-01325,1.87
LINE-01326,ORD-01326,INV-01326,0.37
LINE-01327,ORD-01327,INV-01327,1.73
LINE-01328,ORD-01328,INV-01328,1.76
LINE-01329,ORD-01329,INV-01329,0.66
LINE-01330,ORD-01330,INV-01330,0.4
LINE-01331,ORD-01331,INV-01331,0.31
LINE-01332,ORD-01332,INV-01332,1.39
LINE-01333,ORD-01333,INV-01333,1.04
LINE-01334,ORD-01334,INV-01334,0.48
LINE-01335,ORD-01335,INV-01335,0.72
LINE-01336,ORD-01336,INV-01336,0.74
LINE-01337,ORD-01337,INV-01337,0.28
LINE-01338,ORD-01338,INV-01338,1.49
LINE-01339,ORD-01339,INV-01339,1.12
LINE-01340,ORD-01340,INV-01340,1.29
LINE-01341,ORD-01341,INV-01341,1.48
LINE-01342,ORD-01342,INV-01342,0.42
LINE-01343,ORD-01343,INV-01343,0.63
LINE-01344,ORD-01344,INV-01344,0.72
LINE-01345,ORD-01345,INV-01345,2.0
LINE-01346,ORD-01346,INV-01346,0.67
LINE-01347,ORD-01347,INV-01347,1.21
LINE-01348,ORD-01348,INV-01348,0.38
LINE-01349,ORD-01349,INV-01349,1.34
LINE-01350,ORD-01350,INV-01350,1.5
LINE-01351,ORD-01351,INV-01351,0.79
LINE-01352,ORD-01352,INV-01352,1.92
LINE-01353,ORD-01353,INV-01353,1.87
LINE-01354,ORD-01354,INV-01354,0.5
LINE-01355,ORD-01355,INV-01355,0.73
LINE-01356,ORD-01356,INV-01356,1.92
LINE-01357,ORD-01357,INV-01357,0.3
LINE-01358,ORD-01358,INV-01358,1.53
LINE-01359,ORD-01359,INV-01359,1.23
LINE-01360,ORD-01360,INV-01360,0.51
LINE-01361,ORD-01361,INV-01361,0.93
LINE-01362,ORD-01362,INV-01362,0.7
LINE-01363,ORD-01363,INV-01363,1.88
LINE-01364,ORD-01364,INV-01364,0.96
LINE-01365,ORD-01365,INV-01365,0.57
LINE-01366,ORD-01366,INV-01366,0.9
LINE-01367,ORD-01367,INV-01367,1.99
LINE-01368,ORD-01368,INV-01368,1.72
LINE-01369,ORD-01369,INV-01369,1.64
LINE-01370,ORD-01370,INV-01370,0.57
LINE-01371,ORD-01371,INV-01371,0.27
LINE-01372,ORD-01372,INV-01372,1.71
LINE-01373,ORD-01373,INV-01373,1.46
LINE-01374,ORD-01374,INV-01374,1.43
LINE-01375,ORD-01375,INV-01375,0.55
LINE-01376,ORD-01376,INV-01376,0.42
LINE-01377,ORD-01377,INV-01377,1.18
LINE-01378,ORD-01378,INV-01378,1.34
LINE-01379,ORD-01379,INV-01379,0.31
LINE-01380,ORD-01380,INV-01380,0.78
LINE-01381,ORD-01381,INV-01381,1.17
LINE-01382,ORD-01382,INV-01382,0.42
LINE-01383,ORD-01383,INV-01383,0.92
LINE-01384,ORD-01384,INV-01384,0.34
LINE-01385,ORD-01385,INV-01385,0.27
LINE-01386,ORD-01386,INV-01386,1.21
LINE-01387,ORD-01387,INV-01387,1.04
LINE-01388,ORD-01388,INV-01388,1.39
LINE-01389,ORD-01389,INV-01389,0.35
LINE-01390,ORD-01390,INV-01390,1.88
LINE-01391,ORD-01391,INV-01391,1.61
LINE-01392,ORD-01392,INV-01392,0.31
LINE-01393,ORD-01393,INV-01393,0.84
LINE-01394,ORD-01394,INV-01394,1.64
LINE-01395,ORD-01395,INV-01395,0.93
LINE-01396,ORD-01396,INV-01396,1.65
LINE-01397,ORD-01397,INV-01397,1.51
LINE-01398,ORD-01398,INV-01398,0.37
LINE-01399,ORD-01399,INV-01399,0.88
LINE-01400,ORD-01400,INV-01400,0.97
LINE-01401,ORD-01401,INV-01401,1.2
LINE-01402,ORD-01402,INV-01402,0.3
LINE-01403,ORD-01403,INV-01403,0.84
LINE-01404,ORD-01404,INV-01404,1.08
LINE-01405,ORD-01405,INV-01405,0.8
LINE-01406,ORD-01406,INV-01406,0.35
LINE-01407,ORD-01407,INV-01407,1.12
LINE-01408,ORD-01408,INV-01408,0.49
LINE-01409,ORD-01409,INV-01409,1.92
LINE-01410,ORD-01410,INV-01410,1.24
LINE-01411,ORD-01411,INV-01411,0.27
LINE-01412,ORD-01412,INV-01412,1.65
LINE-01413,ORD-01413,INV-01413,0.63
LINE-01414,ORD-01414,INV-01414,1.06
LINE-01415,ORD-01415,INV-01415,0.58
LINE-01416,ORD-01416,INV-01416,1.61
LINE-01417,ORD-01417,INV-01417,1.4
LINE-01418,ORD-01418,INV-01418,0.55
LINE-01419,ORD-01419,INV-01419,0.41
LINE-01420,ORD-01420,INV-01420,0.61
LINE-01421,ORD-01421,INV-01421,1.67
LINE-01422,ORD-01422,INV-01422,1.24
LINE-01423,ORD-01423,INV-01423,1.55
LINE-01424,ORD-01424,INV-01424,1.08
LINE-01425,ORD-01425,INV-01425,0.38
LINE-01426,ORD-01426,INV-01426,0.93
LINE-01427,ORD-01427,INV-01427,0.5
LINE-01428,ORD-01428,INV-01428,0.46
LINE-01429,ORD-01429,INV-01429,1.66
LINE-01430,ORD-01430,INV-01430,0.69
LINE-01431,ORD-01431,INV-01431,1.77
LINE-01432,ORD-01432,INV-01432,1.49
LINE-01433,ORD-01433,INV-01433,0.74
LINE-01434,ORD-01434,INV-01434,0.96
LINE-01435,ORD-01435,INV-01435,0.45
LINE-01436,ORD-01436,INV-01436,1.12
LINE-01437,ORD-01437,INV-01437,1.25
LINE-01438,ORD-01438,INV-01438,1.21
LINE-01439,ORD-01439,INV-01439,1.99
LINE-01440,ORD-01440,INV-01440,0.37
LINE-01441,ORD-01441,INV-01441,1.71
LINE-01442,ORD-01442,INV-01442,1.05
LINE-01443,ORD-01443,INV-01443,0.79
LINE-01444,ORD-01444,INV-01444,0.96
LINE-01445,ORD-01445,INV-01445,1.97
LINE-01446,ORD-01446,INV-01446,0.5
LINE-01447,ORD-01447,INV-01447,0.64
LINE-01448,ORD-01448,INV-01448,0.78
LINE-01449,ORD-01449,INV-01449,1.75
LINE-01450,ORD-01450,INV-01450,1.88
LINE-01451,ORD-01451,INV-01451,0.48
LINE-01452,ORD-01452,INV-01452,0.88
LINE-01453,ORD-01453,INV-01453,0.41
LINE-01454,ORD-01454,INV-01454,0.95
LINE-01455,ORD-01455,INV-01455,0.5
LINE-01456,ORD-01456,INV-01456,0.57
LINE-01457,ORD-01457,INV-01457,1.84
LINE-01458,ORD-01458,INV-01458,0.72
LINE-01459,ORD-01459,INV-01459,0.39
LINE-01460,ORD-01460,INV-01460,1.92
LINE-01461,ORD-01461,INV-01461,1.85
LINE-01462,ORD-01462,INV-01462,1.41
LINE-01463,ORD-01463,INV-01463,0.28
LINE-01464,ORD-01464,INV-01464,0.73
LINE-01465,ORD-01465,INV-01465,1.55
LINE-01466,ORD-01466,INV-01466,1.03
LINE-01467,ORD-01467,INV-01467,1.72
LINE-01468,ORD-01468,INV-01468,1.8
LINE-01469,ORD-01469,INV-01469,0.91
LINE-01470,ORD-01470,INV-01470,0.29
LINE-01471,ORD-01471,INV-01471,1.43
LINE-01472,ORD-01472,INV-01472,0.99
LINE-01473,ORD-01473,INV-01473,1.34
LINE-01474,ORD-01474,INV-01474,0.8
LINE-01475,ORD-01475,INV-01475,0.64
LINE-01476,ORD-01476,INV-01476,0.48
LINE-01477,ORD-01477,INV-01477,0.97
LINE-01478,ORD-01478,INV-01478,1.39
LINE-01479,ORD-01479,INV-01479,1.3
LINE-01480,ORD-01480,INV-01480,0.78
LINE-01481,ORD-01481,INV-01481,1.23
LINE-01482,ORD-01482,INV-01482,1.95
LINE-01483,ORD-01483,INV-01483,1.43
LINE-01484,ORD-01484,INV-01484,0.72
LINE-01485,ORD-01485,INV-01485,0.85
LINE-01486,ORD-01486,INV-01486,1.46
LINE-01487,ORD-01487,INV-01487,1.27
LINE-01488,ORD-01488,INV-01488,0.86
LINE-01489,ORD-01489,INV-01489,0.92
LINE-01490,ORD-01490,INV-01490,0.48
LINE-01491,ORD-01491,INV-01491,0.44
LINE-01492,ORD-01492,INV-01492,1.42
LINE-01493,ORD-01493,INV-01493,0.81
LINE-01494,ORD-01494,INV-01494,1.88
LINE-01495,ORD-01495,INV-01495,1.27
LINE-01496,ORD-01496,INV-01496,1.72
LINE-01497,ORD-01497,INV-01497,0.55
LINE-01498,ORD-01498,INV-01498,1.0
LINE-01499,ORD-01499,INV-01499,1.79
LINE-01500,ORD-01500,INV-01500,1.99
LINE-01501,ORD-01501,INV-01501,1.48
LINE-01502,ORD-01502,INV-01502,1.53
LINE-01503,ORD-01503,INV-01503,1.65
LINE-01504,ORD-01504,INV-01504,1.8
LINE-01505,ORD-01505,INV-01505,0.7
LINE-01506,ORD-01506,INV-01506,1.22
LINE-01507,ORD-01507,INV-01507,1.63
LINE-01508,ORD-01508,INV-01508,1.84
LINE-01509,ORD-01509,INV-01509,1.15
LINE-01510,ORD-01510,INV-01510,0.99
LINE-01511,ORD-01511,INV-01511,0.62
LINE-01512,ORD-01512,INV-01512,0.91
LINE-01513,ORD-01513,INV-01513,0.35
LINE-01514,ORD-01514,INV-01514,0.27
LINE-01515,ORD-01515,INV-01515,1.17
LINE-01516,ORD-01516,INV-01516,0.8
LINE-01517,ORD-01517,INV-01517,0.7
LINE-01518,ORD-01518,INV-01518,1.14
LINE-01519,ORD-01519,INV-01519,0.65
LINE-01520,ORD-01520,INV-01520,1.69
LINE-01521,ORD-01521,INV-01521,1.23
LINE-01522,ORD-01522,INV-01522,0.4
LINE-01523,ORD-01523,INV-01523,1.24
LINE-01524,ORD-01524,INV-01524,1.25
LINE-01525,ORD-01525,INV-01525,1.11
LINE-01526,ORD-01526,INV-01526,1.33
LINE-01527,ORD-01527,INV-01527,1.24
LINE-01528,ORD-01528,INV-01528,0.4
LINE-01529,ORD-01529,INV-01529,0.78
LINE-01530,ORD-01530,INV-01530,0.34
LINE-01531,ORD-01531,INV-01531,1.25
LINE-01532,ORD-01532,INV-01532,1.52
LINE-01533,ORD-01533,INV-01533,1.18
LINE-01534,ORD-01534,INV-01534,1.69
LINE-01535,ORD-01535,INV-01535,1.81
LINE-01536,ORD-01536,INV-01536,1.96
LINE-01537,ORD-01537,INV-01537,0.94
LINE-01538,ORD-01538,INV-01538,1.93
LINE-01539,ORD-01539,INV-01539,1.34
LINE-01540,ORD-01540,INV-01540,1.71
LINE-01541,ORD-01541,INV-01541,1.62
LINE-01542,ORD-01542,INV-01542,1.96
LINE-01543,ORD-01543,INV-01543,0.74
LINE-01544,ORD-01544,INV-01544,0.72
LINE-01545,ORD-01545,INV-01545,1.01
LINE-01546,ORD-01546,INV-01546,1.04
LINE-01547,ORD-01547,INV-01547,1.91
LINE-01548,ORD-01548,INV-01548,1.13
LINE-01549,ORD-01549,INV-01549,0.46
LINE-01550,ORD-01550,INV-01550,1.25
LINE-01551,ORD-01551,INV-01551,1.17
LINE-01552,ORD-01552,INV-01552,0.81
LINE-01553,ORD-01553,INV-01553,1.01
LINE-01554,ORD-01554,INV-01554,0.51
LINE-01555,ORD-01555,INV-01555,1.75
LINE-01556,ORD-01556,INV-01556,0.54
LINE-01557,ORD-01557,INV-01557,2.0
LINE-01558,ORD-01558,INV-01558,0.6
LINE-01559,ORD-01559,INV-01559,1.52
LINE-01560,ORD-01560,INV-01560,1.45
LINE-01561,ORD-01561,INV-01561,1.55
LINE-01562,ORD-01562,INV-01562,1.77
LINE-01563,ORD-01563,INV-01563,0.88
LINE-01564,ORD-01564,INV-01564,0.83
LINE-01565,ORD-01565,INV-01565,1.79
LINE-01566,ORD-01566,INV-01566,1.58
LINE-01567,ORD-01567,INV-01567,0.25
LINE-01568,ORD-01568,INV-01568,0.29
LINE-01569,ORD-01569,INV-01569,1.21
LINE-01570,ORD-01570,INV-01570,0.91
LINE-01571,ORD-01571,INV-01571,1.64
LINE-01572,ORD-01572,INV-01572,1.55
LINE-01573,ORD-01573,INV-01573,1.99
LINE-01574,ORD-01574,INV-01574,1.04
LINE-01575,ORD-01575,INV-01575,1.29
LINE-01576,ORD-01576,INV-01576,1.32
LINE-01577,ORD-01577,INV-01577,0.26
LINE-01578,ORD-01578,INV-01578,1.16
LINE-01579,ORD-01579,INV-01579,1.59
LINE-01580,ORD-01580,INV-01580,1.24
LINE-01581,ORD-01581,INV-01581,0.41
LINE-01582,ORD-01582,INV-01582,0.69
LINE-01583,ORD-01583,INV-01583,0.96
LINE-01584,ORD-01584,INV-01584,0.25
LINE-01585,ORD-01585,INV-01585,1.26
LINE-01586,ORD-01586,INV-01586,1.75
LINE-01587,ORD-01587,INV-01587,0.41
LINE-01588,ORD-01588,INV-01588,1.24
LINE-01589,ORD-01589,INV-01589,1.55
LINE-01590,ORD-01590,INV-01590,0.52
LINE-01591,ORD-01591,INV-01591,0.66
LINE-01592,ORD-01592,INV-01592,1.45
LINE-01593,ORD-01593,INV-01593,0.6
LINE-01594,ORD-01594,INV-01594,1.05
LINE-01595,ORD-01595,INV-01595,1.71
LINE-01596,ORD-01596,INV-01596,1.43
LINE-01597,ORD-01597,INV-01597,1.9
LINE-01598,ORD-01598,INV-01598,1.26
LINE-01599,ORD-01599,INV-01599,1.05
LINE-01600,ORD-01600,INV-01600,1.5
LINE-01601,ORD-01601,INV-01601,0.33
LINE-01602,ORD-01602,INV-01602,0.27
LINE-01603,ORD-01603,INV-01603,1.64
LINE-01604,ORD-01604,INV-01604,0.84
LINE-01605,ORD-01605,INV-01605,1.2
LINE-01606,ORD-01606,INV-01606,1.72
LINE-01607,ORD-01607,INV-01607,0.39
LINE-01608,ORD-01608,INV-01608,1.75
LINE-01609,ORD-01609,INV-01609,1.84
LINE-01610,ORD-01610,INV-01610,0.99
LINE-01611,ORD-01611,INV-01611,2.0
LINE-01612,ORD-01612,INV-01612,0.93
LINE-01613,ORD-01613,INV-01613,0.32
LINE-01614,ORD-01614,INV-01614,0.29
LINE-01615,ORD-01615,INV-01615,1.29
LINE-01616,ORD-01616,INV-01616,1.72
LINE-01617,ORD-01617,INV-01617,1.28
LINE-01618,ORD-01618,INV-01618,0.74
LINE-01619,ORD-01619,INV-01619,0.63
LINE-01620,ORD-01620,INV-01620,1.01
LINE-01621,ORD-01621,INV-01621,1.81
LINE-01622,ORD-01622,INV-01622,1.52
LINE-01623,ORD-01623,INV-01623,0.68
LINE-01624,ORD-01624,INV-01624,1.03
LINE-01625,ORD-01625,INV-01625,1.88
LINE-01626,ORD-01626,INV-01626,1.17
LINE-01627,ORD-01627,INV-01627,0.4
LINE-01628,ORD-01628,INV-01628,0.41
LINE-01629,ORD-01629,INV-01629,1.31
LINE-01630,ORD-01630,INV-01630,1.38
LINE-01631,ORD-01631,INV-01631,1.47
LINE-01632,ORD-01632,INV-01632,0.83
LINE-01633,ORD-01633,INV-01633,0.5
LINE-01634,ORD-01634,INV-01634,1.25
LINE-01635,ORD-01635,INV-01635,1.66
LINE-01636,ORD-01636,INV-01636,0.51
LINE-01637,ORD-01637,INV-01637,0.28
LINE-01638,ORD-01638,INV-01638,1.36
LINE-01639,ORD-01639,INV-01639,1.66
LINE-01640,ORD-01640,INV-01640,1.41
LINE-01641,ORD-01641,INV-01641,0.37
LINE-01642,ORD-01642,INV-01642,0.61
LINE-01643,ORD-01643,INV-01643,1.58
LINE-01644,ORD-01644,INV-01644,0.74
LINE-01645,ORD-01645,INV-01645,0.97
LINE-01646,ORD-01646,INV-01646,1.03
LINE-01647,ORD-01647,INV-01647,0.91
LINE-01648,ORD-01648,INV-01648,1.26
LINE-01649,ORD-01649,INV-01649,1.3
LINE-01650,ORD-01650,INV-01650,0.75
LINE-01651,ORD-01651,INV-01651,1.81
LINE-01652,ORD-01652,INV-01652,0.73
LINE-01653,ORD-01653,INV-01653,0.96
LINE-01654,ORD-01654,INV-01654,1.02
LINE-01655,ORD-01655,INV-01655,1.5
LINE-01656,ORD-01656,INV-01656,0.42
LINE-01657,ORD-01657,INV-01657,1.21
LINE-01658,ORD-01658,INV-01658,0.72
LINE-01659,ORD-01659,INV-01659,1.38
LINE-01660,ORD-01660,INV-01660,0.28
LINE-01661,ORD-01661,INV-01661,0.49
LINE-01662,ORD-01662,INV-01662,1.6
LINE-01663,ORD-01663,INV-01663,1.84
LINE-01664,ORD-01664,INV-01664,1.46
LINE-01665,ORD-01665,INV-01665,0.52
LINE-01666,ORD-01666,INV-01666,0.49
LINE-01667,ORD-01667,INV-01667,0.64
LINE-01668,ORD-01668,INV-01668,1.03
LINE-01669,ORD-01669,INV-01669,1.86
LINE-01670,ORD-01670,INV-01670,0.76
LINE-01671,ORD-01671,INV-01671,0.25
LINE-01672,ORD-01672,INV-01672,1.93
LINE-01673,ORD-01673,INV-01673,0.93
LINE-01674,ORD-01674,INV-01674,0.31
LINE-01675,ORD-01675,INV-01675,0.86
LINE-01676,ORD-01676,INV-01676,1.8
LINE-01677,ORD-01677,INV-01677,1.12
LINE-01678,ORD-01678,INV-01678,1.46
LINE-01679,ORD-01679,INV-01679,1.83
LINE-01680,ORD-01680,INV-01680,1.07
LINE-01681,ORD-01681,INV-01681,1.63
LINE-01682,ORD-01682,INV-01682,0.88
LINE-01683,ORD-01683,INV-01683,1.95
LINE-01684,ORD-01684,INV-01684,0.97
LINE-01685,ORD-01685,INV-01685,0.53
LINE-01686,ORD-01686,INV-01686,1.88
LINE-01687,ORD-01687,INV-01687,0.85
LINE-01688,ORD-01688,INV-01688,1.05
LINE-01689,ORD-01689,INV-01689,0.26
LINE-01690,ORD-01690,INV-01690,0.4
LINE-01691,ORD-01691,INV-01691,1.33
LINE-01692,ORD-01692,INV-01692,1.99
LINE-01693,ORD-01693,INV-01693,1.23
LINE-01694,ORD-01694,INV-01694,0.49
LINE-01695,ORD-01695,INV-01695,1.48
LINE-01696,ORD-01696,INV-01696,0.44
LINE-01697,ORD-01697,INV-01697,0.45
LINE-01698,ORD-01698,INV-01698,0.98
LINE-01699,ORD-01699,INV-01699,0.37
LINE-01700,ORD-01700,INV-01700,0.56
LINE-01701,ORD-01701,INV-01701,1.36
LINE-01702,ORD-01702,INV-01702,0.82
LINE-01703,ORD-01703,INV-01703,1.24
LINE-01704,ORD-01704,INV-01704,0.75
LINE-01705,ORD-01705,INV-01705,1.77
LINE-01706,ORD-01706,INV-01706,0.95
LINE-01707,ORD-01707,INV-01707,1.8
LINE-01708,ORD-01708,INV-01708,0.36
LINE-01709,ORD-01709,INV-01709,1.3
LINE-01710,ORD-01710,INV-01710,0.63
LINE-01711,ORD-01711,INV-01711,0.71
LINE-01712,ORD-01712,INV-01712,0.96
LINE-01713,ORD-01713,INV-01713,0.34
LINE-01714,ORD-01714,INV-01714,0.47
LINE-01715,ORD-01715,INV-01715,0.67
LINE-01716,ORD-01716,INV-01716,0.5
LINE-01717,ORD-01717,INV-01717,0.4
LINE-01718,ORD-01718,INV-01718,0.41
LINE-01719,ORD-01719,INV-01719,1.79
LINE-01720,ORD-01720,INV-01720,1.84
LINE-01721,ORD-01721,INV-01721,0.6
LINE-01722,ORD-01722,INV-01722,1.83
LINE-01723,ORD-01723,INV-01723,1.24
LINE-01724,ORD-01724,INV-01724,1.98
LINE-01725,ORD-01725,INV-01725,1.35
LINE-01726,ORD-01726,INV-01726,0.37
LINE-01727,ORD-01727,INV-01727,0.41
LINE-01728,ORD-01728,INV-01728,0.3
LINE-01729,ORD-01729,INV-01729,1.83
LINE-01730,ORD-01730,INV-01730,1.91
LINE-01731,ORD-01731,INV-01731,1.5
LINE-01732,ORD-01732,INV-01732,0.27
LINE-01733,ORD-01733,INV-01733,1.54
LINE-01734,ORD-01734,INV-01734,1.01
LINE-01735,ORD-01735,INV-01735,0.82
LINE-01736,ORD-01736,INV-01736,1.92
LINE-01737,ORD-01737,INV-01737,1.6
LINE-01738,ORD-01738,INV-01738,1.53
LINE-01739,ORD-01739,INV-01739,1.95
LINE-01740,ORD-01740,INV-01740,0.7
LINE-01741,ORD-01741,INV-01741,0.92
LINE-01742,ORD-01742,INV-01742,0.33
LINE-01743,ORD-01743,INV-01743,1.78
LINE-01744,ORD-01744,INV-01744,1.4
LINE-01745,ORD-01745,INV-01745,1.81
