id,farm_id,weight_tons,quality_grade,status
LOT-01164,FRM-0021,16.1,A,Intake
LOT-01165,FRM-0033,12.55,B,Quality
LOT-01166,FRM-0047,22.3,C,Quality
LOT-01167,FRM-0015,6.66,B,Packing
LOT-01168,FRM-0002,5.02,B,Intake
LOT-01169,FRM-0051,19.94,A,Intake
LOT-01170,FRM-0075,19.8,B,Quality
LOT-01171,FRM-0048,19.5,A,Quality
LOT-01172,FRM-0064,3.19,C,Packing
LOT-01173,FRM-0098,16.0,A,Packing
LOT-01174,FRM-0083,4.69,C,Intake
LOT-01175,FRM-0017,12.71,B,Packing
LOT-01176,FRM-0057,18.6,A,Storage
LOT-01177,FRM-0046,18.39,B,Intake
LOT-01178,FRM-0063,17.96,C,Packing
LOT-01179,FRM-0070,17.73,A,Quality
LOT-01180,FRM-0070,9.34,C,Storage
LOT-01181,FRM-0036,21.82,C,Quality
LOT-01182,FRM-0009,13.75,B,Packing
LOT-01183,FRM-0034,14.0,B,Intake
LOT-01184,FRM-0100,16.31,B,Quality
LOT-01185,FRM-0003,15.87,B,Quality
LOT-01186,FRM-0042,18.3,C,Storage
LOT-01187,FRM-0025,13.58,B,Quality
LOT-01188,FRM-0079,7.8,B,Packing
LOT-01189,FRM-0015,3.31,C,Intake
LOT-01190,FRM-0006,21.04,A,Quality
LOT-01191,FRM-0005,5.85,B,Quality
LOT-01192,FRM-0013,1.76,C,Storage
LOT-01193,FRM-0085,12.76,C,Packing
LOT-01194,FRM-0007,9.79,C,Intake
LOT-01195,FRM-0002,23.33,A,Storage
LOT-01196,FRM-0011,12.23,C,Intake
LOT-01197,FRM-0047,14.39,B,Packing
LOT-01198,FRM-0091,2.4,C,Packing
LOT-01199,FRM-0068,1.98,A,Packing
LOT-01200,FRM-0010,23.67,C,Intake
LOT-01201,FRM-0013,18.4,C,Storage
LOT-01202,FRM-0025,5.63,C,Quality
LOT-01203,FRM-0073,16.01,A,Storage
LOT-01204,FRM-0096,3.53,C,Packing
LOT-01205,FRM-0087,12.01,C,Storage
LOT-01206,FRM-0014,5.0,A,Storage
LOT-01207,FRM-0065,9.1,A,Storage
LOT-01208,FRM-0046,22.66,C,Packing
LOT-01209,FRM-0048,10.9,C,Storage
LOT-01210,FRM-0093,8.76,A,Quality
LOT-01211,FRM-0049,19.38,C,Packing
LOT-01212,FRM-0047,24.08,B,Storage
LOT-01213,FRM-0001,18.43,B,Intake
LOT-01214,FRM-0067,4.24,B,Intake
LOT-01215,FRM-0039,24.63,A,Packing
LOT-01216,FRM-0003,19.52,C,Packing
LOT-01217,FRM-0071,13.27,C,Quality
LOT-01218,FRM-0013,1.91,B,Quality
LOT-01219,FRM-0018,7.36,C,Quality
LOT-01220,FRM-0030,7.15,B,Intake
LOT-01221,FRM-0074,10.6,A,Intake
LOT-01222,FRM-0093,8.79,B,Quality
LOT-01223,FRM-0063,20.82,C,Intake
LOT-01224,FRM-0077,16.41,A,Storage
LOT-01225,FRM-0011,19.72,B,Packing
LOT-01226,FRM-0056,11.0,A,Quality
LOT-01227,FRM-0096,16.67,C,Intake
LOT-01228,FRM-0082,19.66,B,Intake
LOT-01229,FRM-0040,13.59,B,Quality
LOT-01230,FRM-0042,13.06,A,Quality
LOT-01231,FRM-0007,17.17,B,Storage
LOT-01232,FRM-0097,15.28,C,Intake
LOT-01233,FRM-0029,11.37,B,Quality
LOT-01234,FRM-0017,9.07,B,Intake
LOT-01235,FRM-0071,10.58,A,Storage
LOT-01236,FRM-0065,11.43,C,Quality
LOT-01237,FRM-0098,4.24,C,Quality
LOT-01238,FRM-0063,10.49,C,Quality
LOT-01239,FRM-0072,15.78,C,Quality
LOT-01240,FRM-0032,2.72,B,Packing
LOT-01241,FRM-0088,23.18,A,Intake
LOT-01242,FRM-0086,10.93,B,Packing
LOT-01243,FRM-0025,8.7,C,Intake
LOT-01244,FRM-0099,8.32,B,Storage
LOT-01245,FRM-0080,4.5,A,Quality
LOT-01246,FRM-0026,17.45,A,Intake
LOT-01247,FRM-0015,18.75,A,Quality
LOT-01248,FRM-0037,1.33,C,Intake
LOT-01249,FRM-0040,11.8,A,Packing
LOT-01250,FRM-0027,18.76,A,Quality
LOT-01251,FRM-0070,13.56,B,Storage
LOT-01252,FRM-0080,18.52,A,Intake
LOT-01253,FRM-0049,14.99,C,Intake
LOT-01254,FRM-0033,5.09,B,Quality
LOT-01255,FRM-0090,15.83,A,Storage
LOT-01256,FRM-0084,23.68,A,Storage
LOT-01257,FRM-0085,7.51,C,Packing
LOT-01258,FRM-0014,1.46,C,Storage
LOT-01259,FRM-0030,24.52,C,Intake
LOT-01260,FRM-0041,12.63,C,Intake
LOT-01261,FRM-0024,5.77,B,Intake
LOT-01262,FRM-0006,6.94,C,Packing
LOT-01263,FRM-0043,12.76,C,Quality
LOT-01264,FRM-0003,9.32,B,Packing
LOT-01265,FRM-0081,8.26,C,Packing
LOT-01266,FRM-0008,16.02,B,Intake
LOT-01267,FRM-0072,23.78,A,Quality
LOT-01268,FRM-0044,22.53,C,Quality
LOT-01269,FRM-0012,18.52,C,Quality
LOT-01270,FRM-0054,6.77,A,Storage
LOT-01271,FRM-0040,22.83,B,Storage
LOT-01272,FRM-0070,4.16,C,Quality
LOT-01273,FRM-0075,13.99,A,Quality
LOT-01274,FRM-0040,17.52,C,Quality
LOT-01275,FRM-0056,24.9,A,Quality
LOT-01276,FRM-0041,2.63,C,Intake
LOT-01277,FRM-0024,8.62,A,Intake
LOT-01278,FRM-0098,8.65,B,Storage
LOT-01279,FRM-0039,11.63,C,Packing
LOT-01280,FRM-0020,19.7,A,Quality
LOT-01281,FRM-0024,1.63,C,Packing
LOT-01282,FRM-0078,14.61,A,Quality
LOT-01283,FRM-0030,17.5,B,Intake
LOT-01284,FRM-0089,19.72,A,Storage
LOT-01285,FRM-0092,16.59,A,Storage
LOT-01286,FRM-0063,12.37,A,Quality
LOT-01287,FRM-0029,1.77,A,Packing
LOT-01288,FRM-0053,6.34,C,Quality
LOT-01289,FRM-0097,5.91,A,Storage
LOT-01290,FRM-0079,12.76,B,Storage
LOT-01291,FRM-0032,11.26,A,Storage
LOT-01292,FRM-0093,8.51,C,Intake
LOT-01293,FRM-0067,3.62,B,Intake
LOT-01294,FRM-0032,13.45,B,Intake
LOT-01295,FRM-0072,10.3,C,Intake
LOT-01296,FRM-0025,7.99,B,Packing
LOT-01297,FRM-0100,20.86,B,Quality
LOT-01298,FRM-0055,8.07,A,Quality
LOT-01299,FRM-0060,20.92,B,Intake
LOT-01300,FRM-0093,13.02,A,Quality
LOT-01301,FRM-0051,10.93,B,Intake
LOT-01302,FRM-0023,11.89,C,Quality
LOT-01303,FRM-0059,3.16,B,Quality
LOT-01304,FRM-0092,18.6,A,Intake
LOT-01305,FRM-0091,11.79,B,Intake
LOT-01306,FRM-0068,17.97,C,Quality
LOT-01307,FRM-0049,14.21,A,Quality
LOT-01308,FRM-0043,14.57,C,Quality
LOT-01309,FRM-0021,21.85,A,Intake
LOT-01310,FRM-0054,8.39,C,Storage
LOT-01311,FRM-0037,16.03,A,Quality
LOT-01312,FRM-0026,1.08,B,Intake
LOT-01313,FRM-0059,12.94,B,Intake
LOT-01314,FRM-0078,22.18,A,Quality
LOT-01315,FRM-0076,16.83,B,Storage
LOT-01316,FRM-0057,2.91,C,Intake
LOT-01317,FRM-0032,22.17,B,Quality
LOT-01318,FRM-0007,5.44,A,Packing
LOT-01319,FRM-0005,4.49,A,Packing
LOT-01320,FRM-0043,23.09,A,Intake
LOT-01321,FRM-0054,24.85,A,Packing
LOT-01322,FRM-0079,16.86,C,Quality
LOT-01323,FRM-0059,18.98,B,Intake
LOT-01324,FRM-0012,19.44,B,Packing
LOT-01325,FRM-0049,20.69,B,Intake
LOT-01326,FRM-0038,12.3,A,Packing
LOT-01327,FRM-0043,13.65,C,Quality
LOT-01328,FRM-0090,6.02,A,Intake
LOT-01329,FRM-0074,18.51,C,Intake
LOT-01330,FRM-0062,18.38,C,Packing
LOT-01331,FRM-0055,15.61,B,Packing
LOT-01332,FRM-0068,14.8,C,Packing
LOT-01333,FRM-0017,15.74,B,Storage
LOT-01334,FRM-0064,20.39,C,Quality
LOT-01335,FRM-0091,7.97,A,Intake
LOT-01336,FRM-0016,1.58,C,Intake
LOT-01337,FRM-0095,21.35,C,Storage
LOT-01338,FRM-0053,2.09,B,Quality
LOT-01339,FRM-0002,16.37,C,Packing
LOT-01340,FRM-0033,19.96,B,Packing
LOT-01341,FRM-0065,14.2,A,Intake
LOT-01342,FRM-0088,9.0,B,Intake
LOT-01343,FRM-0023,5.66,B,Storage
LOT-01344,FRM-0061,20.13,C,Quality
LOT-01345,FRM-0062,4.73,B,Packing
LOT-01346,FRM-0060,19.82,B,Intake
LOT-01347,FRM-0067,8.18,C,Packing
LOT-01348,FRM-0072,13.86,A,Packing
LOT-01349,FRM-0046,2.59,A,Packing
LOT-01350,FRM-0004,9.14,B,Quality
LOT-01351,FRM-0074,15.54,A,Intake
LOT-01352,FRM-0097,8.4,B,Intake
LOT-01353,FRM-0035,10.93,B,Quality
LOT-01354,FRM-0048,11.85,B,Quality
LOT-01355,FRM-0068,8.26,A,Packing
LOT-01356,FRM-0005,19.67,A,Storage
LOT-01357,FRM-0065,1.6,B,Quality
LOT-01358,FRM-0025,9.16,B,Packing
LOT-01359,FRM-0100,8.86,A,Quality
LOT-01360,FRM-0027,18.39,B,Storage
LOT-01361,FRM-0092,21.76,A,Intake
LOT-01362,FRM-0040,23.38,C,Intake
LOT-01363,FRM-0043,12.21,A,Intake
LOT-01364,FRM-0067,19.39,C,Packing
LOT-01365,FRM-0003,14.86,B,Quality
LOT-01366,FRM-0042,5.81,B,Packing
LOT-01367,FRM-0069,8.66,B,Intake
LOT-01368,FRM-0035,4.58,B,Intake
LOT-01369,FRM-0002,24.0,C,Intake
LOT-01370,FRM-0027,14.02,C,Packing
LOT-01371,FRM-0035,4.4,C,Packing
LOT-01372,FRM-0074,6.88,A,Packing
LOT-01373,FRM-0079,22.41,C,Storage
LOT-01374,FRM-0007,4.12,B,Intake
LOT-01375,FRM-0014,10.21,A,Storage
LOT-01376,FRM-0051,5.3,C,Storage
LOT-01377,FRM-0079,9.53,B,Quality
LOT-01378,FRM-0092,19.2,C,Intake
LOT-01379,FRM-0097,19.35,C,Quality
LOT-01380,FRM-0012,20.51,C,Storage
LOT-01381,FRM-0013,11.93,C,Storage
LOT-01382,FRM-0061,6.56,A,Quality
LOT-01383,FRM-0079,7.19,B,Storage
LOT-01384,FRM-0024,17.79,C,Packing
LOT-01385,FRM-0042,11.88,A,Intake
LOT-01386,FRM-0061,3.71,B,Storage
LOT-01387,FRM-0022,7.77,B,Quality
LOT-01388,FRM-0066,3.47,C,Intake
LOT-01389,FRM-0042,14.35,A,Packing
LOT-01390,FRM-0069,12.06,C,Storage
LOT-01391,FRM-0031,15.9,C,Quality
LOT-01392,FRM-0062,10.21,B,Quality
LOT-01393,FRM-0089,15.18,B,Packing
LOT-01394,FRM-0070,17.66,A,Intake
LOT-01395,FRM-0095,23.34,C,Storage
LOT-01396,FRM-0015,15.21,B,Packing
LOT-01397,FRM-0072,3.34,B,Quality
LOT-01398,FRM-0040,23.94,A,Intake
LOT-01399,FRM-0088,20.54,B,Packing
LOT-01400,FRM-0064,16.48,A,Intake
LOT-01401,FRM-0028,20.61,C,Intake
LOT-01402,FRM-0097,4.52,A,Storage
LOT-01403,FRM-0069,8.0,C,Storage
LOT-01404,FRM-0026,5.94,B,Packing
LOT-01405,FRM-0073,20.06,C,Packing
LOT-01406,FRM-0056,18.23,B,Intake
LOT-01407,FRM-0075,1.19,C,Storage
LOT-01408,FRM-0017,21.46,A,Packing
LOT-01409,FRM-0071,24.23,A,Packing
LOT-01410,FRM-0015,21.67,A,Quality
LOT-01411,FRM-0056,17.85,B,Packing
LOT-01412,FRM-0092,10.19,B,Storage
LOT-01413,FRM-0070,6.07,A,Storage
LOT-01414,FRM-0018,5.52,B,Packing
LOT-01415,FRM-0054,4.7,C,Quality
LOT-01416,FRM-0018,1.28,C,Intake
LOT-01417,FRM-0019,18.31,B,Storage
LOT-01418,FRM-0018,3.03,C,Storage
LOT-01419,FRM-0059,22.45,C,Storage
LOT-01420,FRM-0080,5.32,C,Storage
LOT-01421,FRM-0071,20.68,B,Packing
LOT-01422,FRM-0029,5.46,C,Intake
LOT-01423,FRM-0074,12.96,C,Quality
LOT-01424,FRM-0092,13.04,B,Packing
LOT-01425,FRM-0005,24.48,C,Storage
LOT-01426,FRM-0091,9.85,C,Storage
LOT-01427,FRM-0089,2.92,C,Packing
LOT-01428,FRM-0060,13.41,C,Intake
LOT-01429,FRM-0032,12.34,C,Intake
LOT-01430,FRM-0088,16.21,C,Packing
LOT-01431,FRM-0079,2.27,B,Intake
LOT-01432,FRM-0061,11.9,B,Packing
LOT-01433,FRM-0054,9.47,B,Packing
LOT-01434,FRM-0022,1.85,C,Packing
LOT-01435,FRM-0094,19.84,B,Intake
LOT-01436,FRM-0081,12.36,A,Intake
LOT-01437,FRM-0085,24.77,C,Intake
LOT-01438,FRM-0037,12.63,A,Intake
LOT-01439,FRM-0036,7.05,C,Packing
LOT-01440,FRM-0036,21.59,A,Intake
LOT-01441,FRM-0078,5.19,C,Quality
LOT-01442,FRM-0085,11.72,A,Packing
LOT-01443,FRM-0090,6.67,A,Intake
LOT-01444,FRM-0044,24.62,A,Quality
LOT-01445,FRM-0064,19.07,B,Storage
LOT-01446,FRM-0031,16.86,C,Quality
LOT-01447,FRM-0027,14.87,B,Intake
LOT-01448,FRM-0083,7.35,A,Intake
LOT-01449,FRM-0022,12.14,B,Packing
LOT-01450,FRM-0061,18.91,C,Quality
LOT-01451,FRM-0049,17.4,B,Storage
LOT-01452,FRM-0034,4.48,B,Intake
LOT-01453,FRM-0037,23.25,B,Storage
LOT-01454,FRM-0087,8.58,C,Intake
LOT-01455,FRM-0013,23.03,C,Packing
LOT-01456,FRM-0056,15.65,C,Packing
LOT-01457,FRM-0043,7.49,A,Packing
LOT-01458,FRM-0084,15.02,B,Quality
LOT-01459,FRM-0094,17.13,A,Packing
LOT-01460,FRM-0087,17.57,A,Packing
LOT-01461,FRM-0071,1.25,A,Intake
LOT-01462,FRM-0002,10.87,C,Intake
LOT-01463,FRM-0088,11.7,A,Packing
LOT-01464,FRM-0033,5.63,A,Intake
LOT-01465,FRM-0008,23.52,C,Quality
LOT-01466,FRM-0077,16.31,C,Intake
LOT-01467,FRM-0012,21.55,A,Storage
LOT-01468,FRM-0085,19.33,C,Quality
LOT-01469,FRM-0015,17.7,B,Packing
LOT-01470,FRM-0060,16.85,A,Storage
LOT-01471,FRM-0036,19.46,C,Packing
LOT-01472,FRM-0033,4.89,A,Packing
LOT-01473,FRM-0100,2.5,B,Packing
LOT-01474,FRM-0008,7.2,B,Quality
LOT-01475,FRM-0057,2.67,A,Storage
LOT-01476,FRM-0023,16.49,A,Quality
LOT-01477,FRM-0070,19.45,A,Intake
LOT-01478,FRM-0057,18.17,A,Intake
LOT-01479,FRM-0010,2.69,C,Packing
LOT-01480,FRM-0100,11.7,B,Quality
LOT-01481,FRM-0084,16.37,A,Storage
LOT-01482,FRM-0035,4.64,B,Storage
LOT-01483,FRM-0074,1.09,C,Storage
LOT-01484,FRM-0062,11.47,C,Intake
LOT-01485,FRM-0070,6.42,B,Storage
LOT-01486,FRM-0016,14.61,B,Packing
LOT-01487,FRM-0088,8.27,A,Intake
LOT-01488,FRM-0047,13.83,B,Intake
LOT-01489,FRM-0059,19.25,B,Quality
LOT-01490,FRM-0023,14.31,B,Quality
LOT-01491,FRM-0039,17.7,A,Packing
LOT-01492,FRM-0063,3.04,C,Storage
LOT-01493,FRM-0095,5.55,A,Quality
LOT-01494,FRM-0004,18.27,C,Quality
LOT-01495,FRM-0063,10.33,C,Packing
LOT-01496,FRM-0064,13.81,B,Intake
LOT-01497,FRM-0005,9.14,B,Intake
LOT-01498,FRM-0052,3.84,C,Storage
LOT-01499,FRM-0087,21.88,C,Quality
LOT-01500,FRM-0095,14.9,A,Intake
LOT-01501,FRM-0095,4.4,C,Intake
LOT-01502,FRM-0061,22.77,C,Intake
LOT-01503,FRM-0032,17.83,A,Intake
LOT-01504,FRM-0023,16.18,B,Intake
LOT-01505,FRM-0059,15.67,C,Intake
LOT-01506,FRM-0014,3.74,C,Quality
LOT-01507,FRM-0009,20.31,B,Packing
LOT-01508,FRM-0095,17.28,B,Intake
LOT-01509,FRM-0088,14.82,A,Packing
LOT-01510,FRM-0028,19.34,C,Quality
LOT-01511,FRM-0043,2.52,B,Quality
LOT-01512,FRM-0097,10.96,C,Packing
LOT-01513,FRM-0071,4.96,A,Intake
LOT-01514,FRM-0018,3.4,C,Storage
LOT-01515,FRM-0100,4.79,B,Intake
LOT-01516,FRM-0001,1.17,A,Packing
LOT-01517,FRM-0054,17.64,B,Quality
LOT-01518,FRM-0027,4.43,B,Storage
LOT-01519,FRM-0053,6.74,A,Intake
LOT-01520,FRM-0077,5.32,B,Intake
LOT-01521,FRM-0081,20.84,B,Packing
LOT-01522,FRM-0054,1.11,A,Quality
LOT-01523,FRM-0016,24.68,A,Packing
LOT-01524,FRM-0098,24.68,C,Quality
LOT-01525,FRM-0060,19.49,C,Quality
LOT-01526,FRM-0036,2.27,A,Quality
LOT-01527,FRM-0088,21.25,B,Storage
LOT-01528,FRM-0023,4.83,A,Intake
LOT-01529,FRM-0083,9.74,A,Storage
LOT-01530,FRM-0033,9.02,B,Intake
LOT-01531,FRM-0014,18.77,C,Quality
LOT-01532,FRM-0021,19.85,B,Intake
LOT-01533,FRM-0010,22.48,C,Storage
LOT-01534,FRM-0076,14.91,B,Quality
LOT-01535,FRM-0096,17.24,B,Quality
LOT-01536,FRM-0100,3.64,A,Intake
LOT-01537,FRM-0031,18.71,A,Storage
LOT-01538,FRM-0029,2.76,C,Storage
LOT-01539,FRM-0007,22.37,A,Quality
LOT-01540,FRM-0079,11.92,B,Packing
LOT-01541,FRM-0018,11.99,A,Packing
LOT-01542,FRM-0035,5.85,A,Intake
LOT-01543,FRM-0089,14.65,B,Quality
LOT-01544,FRM-0015,21.44,B,Storage
LOT-01545,FRM-0022,19.25,A,Packing
LOT-01546,FRM-0078,4.76,C,Quality
LOT-01547,FRM-0074,24.28,A,Intake
LOT-01548,FRM-0053,21.57,B,Quality
LOT-01549,FRM-0076,12.36,B,Packing
LOT-01550,FRM-0002,18.52,C,Quality
LOT-01551,FRM-0032,8.86,C,Quality
LOT-01552,FRM-0076,23.71,C,Intake
LOT-01553,FRM-0054,24.52,A,Storage
LOT-01554,FRM-0094,19.45,A,Storage
LOT-01555,FRM-0068,10.46,C,Intake
LOT-01556,FRM-0058,12.89,A,Intake
LOT-01557,FRM-0089,18.56,A,Quality
LOT-01558,FRM-0046,8.1,C,Intake
LOT-01559,FRM-0003,12.51,B,Quality
LOT-01560,FRM-0091,12.02,C,Intake
LOT-01561,FRM-0059,12.13,A,Storage
LOT-01562,FRM-0024,19.96,B,Storage
LOT-01563,FRM-0091,16.2,C,Intake
LOT-01564,FRM-0050,22.44,B,Intake
LOT-01565,FRM-0038,11.22,B,Quality
LOT-01566,FRM-0088,2.94,B,Intake
LOT-01567,FRM-0066,23.69,C,Packing
LOT-01568,FRM-0007,3.66,B,Storage
LOT-01569,FRM-0080,1.98,B,Quality
LOT-01570,FRM-0083,14.41,A,Quality
LOT-01571,FRM-0018,24.55,A,Intake
LOT-01572,FRM-0084,12.48,C,Quality
LOT-01573,FRM-0097,18.88,A,Packing
LOT-01574,FRM-0046,22.55,C,Storage
LOT-01575,FRM-0036,2.31,B,Packing
LOT-01576,FRM-0058,12.67,C,Intake
LOT-01577,FRM-0061,18.04,C,Packing
LOT-01578,FRM-0058,15.9,C,Intake
LOT-01579,FRM-0025,22.41,B,Intake
LOT-01580,FRM-0011,10.38,A,Packing
LOT-01581,FRM-0010,3.62,B,Intake
LOT-01582,FRM-0090,4.55,A,Quality
LOT-01583,FRM-0067,23.85,A,Packing
LOT-01584,FRM-0054,24.27,C,Quality
LOT-01585,FRM-0061,9.32,B,Intake
LOT-01586,FRM-0038,5.54,A,Quality
LOT-01587,FRM-0067,16.47,B,Packing
LOT-01588,FRM-0084,16.51,B,Storage
LOT-01589,FRM-0076,16.98,C,Storage
LOT-01590,FRM-0059,8.3,A,Packing
LOT-01591,FRM-0022,19.94,A,Storage
LOT-01592,FRM-0048,24.3,A,Quality
LOT-01593,FRM-0046,7.83,A,Quality
LOT-01594,FRM-0092,13.85,A,Quality
LOT-01595,FRM-0091,17.63,C,Quality
LOT-01596,FRM-0021,6.71,A,Packing
LOT-01597,FRM-0074,4.04,B,Packing
LOT-01598,FRM-0024,5.92,C,Intake
LOT-01599,FRM-0086,8.61,B,Quality
LOT-01600,FRM-0048,11.76,A,Packing
LOT-01601,FRM-0016,23.09,B,Storage
LOT-01602,FRM-0099,4.49,B,Packing
LOT-01603,FRM-0020,1.1,C,Packing
LOT-01604,FRM-0083,17.93,B,Packing
LOT-01605,FRM-0097,24.54,C,Quality
LOT-01606,FRM-0073,18.49,B,Packing
LOT-01607,FRM-0089,3.7,B,Intake
LOT-01608,FRM-0018,17.27,A,Packing
LOT-01609,FRM-0004,10.64,A,Storage
LOT-01610,FRM-0046,3.22,A,Quality
LOT-01611,FRM-0075,13.63,B,Quality
LOT-01612,FRM-0003,3.01,B,Intake
LOT-01613,FRM-0066,10.47,B,Packing
LOT-01614,FRM-0078,15.52,A,Packing
LOT-01615,FRM-0051,4.55,B,Packing
LOT-01616,FRM-0050,9.95,B,Packing
LOT-01617,FRM-0045,8.39,B,Intake
LOT-01618,FRM-0028,18.47,B,Storage
LOT-01619,FRM-0057,7.93,C,Storage
LOT-01620,FRM-0094,22.51,A,Intake
LOT-01621,FRM-0019,5.99,B,Packing
LOT-01622,FRM-0009,23.4,C,Storage
LOT-01623,FRM-0012,1.16,C,Packing
LOT-01624,FRM-0054,5.2,B,Quality
LOT-01625,FRM-0026,5.46,B,Packing
LOT-01626,FRM-0071,12.77,B,Packing
LOT-01627,FRM-0064,14.42,B,Quality
LOT-01628,FRM-0004,19.99,A,Packing
LOT-01629,FRM-0039,23.94,C,Storage
LOT-01630,FRM-0016,16.69,B,Storage
LOT-01631,FRM-0023,12.81,C,Quality
LOT-01632,FRM-0004,3.86,B,Storage
LOT-01633,FRM-0009,15.37,B,Storage
LOT-01634,FRM-0073,11.47,B,Storage
LOT-01635,FRM-0089,20.64,B,Intake
LOT-01636,FRM-0034,4.91,A,Quality
LOT-01637,FRM-0041,12.07,C,Quality
LOT-01638,FRM-0046,4.92,B,Packing
LOT-01639,FRM-0054,16.27,B,Intake
LOT-01640,FRM-0038,8.0,C,Intake
LOT-01641,FRM-0066,5.65,C,Quality
LOT-01642,FRM-0098,3.27,A,Packing
LOT-01643,FRM-0041,20.84,C,Packing
LOT-01644,FRM-0035,17.45,C,Packing
LOT-01645,FRM-0013,13.83,B,Quality
LOT-01646,FRM-0002,4.29,B,Packing
LOT-01647,FRM-0100,12.64,B,Quality
LOT-01648,FRM-0014,6.23,C,Quality
LOT-01649,FRM-0025,20.08,C,Intake
LOT-01650,FRM-0054,12.05,A,Intake
LOT-01651,FRM-0017,23.16,B,Packing
LOT-01652,FRM-0040,17.59,A,Storage
LOT-01653,FRM-0077,13.55,B,Quality
LOT-01654,FRM-0091,8.31,C,Intake
LOT-01655,FRM-0029,4.09,C,Quality
LOT-01656,FRM-0089,6.44,A,Quality
LOT-01657,FRM-0017,24.55,B,Intake
LOT-01658,FRM-0010,1.45,B,Storage
LOT-01659,FRM-0006,5.71,A,Intake
LOT-01660,FRM-0061,3.85,B,Intake
LOT-01661,FRM-0009,8.24,A,Intake
LOT-01662,FRM-0016,23.08,A,Quality
LOT-01663,FRM-0024,17.09,A,Intake
LOT-01664,FRM-0019,21.3,B,Packing
LOT-01665,FRM-0046,4.85,C,Quality
LOT-01666,FRM-0065,14.69,A,Intake
LOT-01667,FRM-0068,6.21,A,Packing
LOT-01668,FRM-0022,22.64,C,Intake
LOT-01669,FRM-0093,3.37,A,Storage
LOT-01670,FRM-0047,17.76,A,Storage
LOT-01671,FRM-0087,23.99,A,Packing
LOT-01672,FRM-0049,11.18,C,Quality
LOT-01673,FRM-0053,3.71,B,Intake
LOT-01674,FRM-0060,3.65,A,Storage
LOT-01675,FRM-0098,9.67,B,Intake
LOT-01676,FRM-0011,8.87,A,Storage
LOT-01677,FRM-0037,11.97,C,Packing
LOT-01678,FRM-0088,24.43,B,Quality
LOT-01679,FRM-0071,10.77,B,Quality
LOT-01680,FRM-0009,22.47,B,Packing
LOT-01681,FRM-0023,1.31,C,Storage
LOT-01682,FRM-0087,3.52,B,Intake
LOT-01683,FRM-0016,4.44,B,Intake
LOT-01684,FRM-0095,23.21,A,Intake
LOT-01685,FRM-0047,24.4,B,Quality
LOT-01686,FRM-0077,21.26,B,Intake
LOT-01687,FRM-0030,21.11,C,Storage
LOT-01688,FRM-0036,19.36,C,Packing
LOT-01689,FRM-0097,19.95,C,Storage
LOT-01690,FRM-0046,12.42,C,Storage
LOT-01691,FRM-0063,13.27,A,Storage
LOT-01692,FRM-0014,3.93,B,Storage
LOT-01693,FRM-0030,16.08,A,Intake
LOT-01694,FRM-0013,18.71,A,Storage
LOT-01695,FRM-0087,1.64,A,Storage
LOT-01696,FRM-0078,17.3,A,Packing
LOT-01697,FRM-0080,15.96,A,Storage
LOT-01698,FRM-0060,5.85,C,Storage
LOT-01699,FRM-0063,13.12,C,Packing
LOT-01700,FRM-0070,14.12,A,Storage
LOT-01701,FRM-0016,10.21,B,Storage
LOT-01702,FRM-0057,12.03,A,Quality
LOT-01703,FRM-0072,16.83,B,Quality
LOT-01704,FRM-0063,11.34,B,Storage
LOT-01705,FRM-0063,19.34,C,Storage
LOT-01706,FRM-0085,14.29,C,Storage
LOT-01707,FRM-0061,14.49,A,Intake
LOT-01708,FRM-0051,7.32,C,Storage
LOT-01709,FRM-0079,17.24,B,Packing
LOT-01710,FRM-0008,1.68,A,Quality
LOT-01711,FRM-0047,9.37,C,Intake
LOT-01712,FRM-0098,22.39,B,Storage
LOT-01713,FRM-0013,11.28,B,Storage
LOT-01714,FRM-0045,2.35,A,Quality
LOT-01715,FRM-0031,16.55,C,Intake
LOT-01716,FRM-0089,2.57,B,Intake
LOT-01717,FRM-0044,5.07,C,Packing
LOT-01718,FRM-0005,12.06,B,Storage
LOT-01719,FRM-0035,1.49,B,Intake
LOT-01720,FRM-0041,10.07,B,Packing
LOT-01721,FRM-0074,3.35,B,Intake
LOT-01722,FRM-0089,17.2,B,Storage
LOT-01723,FRM-0065,20.47,C,Packing
LOT-01724,FRM-0022,15.76,B,Storage
LOT-01725,FRM-0026,12.93,A,Quality
LOT-01726,FRM-0037,7.36,B,Storage
LOT-01727,FRM-0029,15.99,A,Intake
LOT-01728,FRM-0076,9.08,A,Storage
LOT-01729,FRM-0055,6.03,A,Packing
LOT-01730,FRM-0065,20.3,B,Packing
LOT-01731,FRM-0026,10.94,B,Storage
LOT-01732,FRM-0086,19.32,A,Intake
LOT-01733,FRM-0081,17.88,A,Storage
LOT-01734,FRM-0028,16.86,C,Storage
LOT-01735,FRM-0035,23.49,C,Storage
LOT-01736,FRM-0073,18.44,A,Quality
LOT-01737,FRM-0047,12.1,A,Quality
LOT-01738,FRM-0096,17.45,B,Storage
LOT-01739,FRM-0053,8.65,A,Quality
LOT-01740,FRM-0053,7.41,B,Quality
LOT-01741,FRM-0033,17.48,A,Storage
LOT-01742,FRM-0031,3.73,A,Intake
LOT-01743,FRM-0032,20.13,B,Storage
LOT-01744,FRM-0063,14.44,B,Storage
LOT-01745,FRM-0083,22.74,A,Quality
