id,lot_id,warehouse_id,quantity_tons,status
INV-01118,LOT-01118,WH-007,16.33,Available
INV-01119,LOT-01119,WH-009,18.95,Available
INV-01120,LOT-01120,WH-001,18.31,Available
INV-01121,LOT-01121,WH-010,16.28,Available
INV-01122,LOT-01122,WH-002,19.85,Available
INV-01123,LOT-01123,WH-003,3.77,Available
INV-01124,LOT-01124,WH-003,10.92,Available
INV-01125,LOT-01125,WH-009,4.69,Available
INV-01126,LOT-01126,WH-006,1.57,Available
INV-01127,LOT-01127,WH-007,16.06,Available
INV-01128,LOT-01128,WH-007,2.97,Available
INV-01129,LOT-01129,WH-009,15.74,Available
INV-01130,LOT-01130,WH-007,5.03,Available
INV-01131,LOT-01131,WH-004,12.8,Available
INV-01132,LOT-01132,WH-008,15.7,Available
INV-01133,LOT-01133,WH-002,19.55,Available
INV-01134,LOT-01134,WH-004,16.86,Available
INV-01135,LOT-01135,WH-008,11.59,Available
INV-01136,LOT-01136,WH-008,8.36,Available
INV-01137,LOT-01137,WH-006,4.78,Available
INV-01138,LOT-01138,WH-001,1.69,Available
INV-01139,LOT-01139,WH-004,1.07,Available
INV-01140,LOT-01140,WH-006,1.33,Available
INV-01141,LOT-01141,WH-006,13.33,Available
INV-01142,LOT-01142,WH-007,15.24,Available
INV-01143,LOT-01143,WH-001,19.42,Available
INV-01144,LOT-01144,WH-008,2.62,Available
INV-01145,LOT-01145,WH-002,12.3,Available
INV-01146,LOT-01146,WH-009,15.56,Available
INV-01147,LOT-01147,WH-010,3.58,Available
INV-01148,LOT-01148,WH-008,11.52,Available
INV-01149,LOT-01149,WH-009,14.79,Available
INV-01150,LOT-01150,WH-006,3.28,Available
INV-01151,LOT-01151,WH-001,15.94,Available
INV-01152,LOT-01152,WH-006,5.67,Available
INV-01153,LOT-01153,WH-009,16.62,Available
INV-01154,LOT-01154,WH-005,1.74,Available
INV-01155,LOT-01155,WH-002,2.04,Available
INV-01156,LOT-01156,WH-005,13.63,Available
INV-01157,LOT-01157,WH-003,14.22,Available
INV-01158,LOT-01158,WH-007,19.99,Available
INV-01159,LOT-01159,WH-005,7.46,Available
INV-01160,LOT-01160,WH-007,19.64,Available
INV-01161,LOT-01161,WH-009,7.91,Available
INV-01162,LOT-01162,WH-008,6.86,Available
INV-01163,LOT-01163,WH-005,8.73,Available
INV-01164,LOT-01164,WH-001,19.64,Available
INV-01165,LOT-01165,WH-006,4.51,Available
INV-01166,LOT-01166,WH-002,17.52,Available
INV-01167,LOT-01167,WH-009,12.46,Available
INV-01168,LOT-01168,WH-002,7.89,Available
INV-01169,LOT-01169,WH-002,19.52,Available
INV-01170,LOT-01170,WH-006,7.05,Available
INV-01171,LOT-01171,WH-002,4.47,Available
INV-01172,LOT-01172,WH-004,12.06,Available
INV-01173,LOT-01173,WH-002,5.4,Available
INV-01174,LOT-01174,WH-005,6.92,Available
INV-01175,LOT-01175,WH-009,15.34,Available
INV-01176,LOT-01176,WH-002,16.42,Available
INV-01177,LOT-01177,WH-009,18.77,Available
INV-01178,LOT-01178,WH-009,6.65,Available
INV-01179,LOT-01179,WH-009,13.5,Available
INV-01180,LOT-01180,WH-002,18.01,Available
INV-01181,LOT-01181,WH-001,6.93,Available
INV-01182,LOT-01182,WH-007,2.77,Available
INV-01183,LOT-01183,WH-006,6.11,Available
INV-01184,LOT-01184,WH-001,3.6,Available
INV-01185,LOT-01185,WH-002,19.03,Available
INV-01186,LOT-01186,WH-010,1.08,Available
INV-01187,LOT-01187,WH-008,1.81,Available
INV-01188,LOT-01188,WH-006,8.71,Available
INV-01189,LOT-01189,WH-002,6.02,Available
INV-01190,LOT-01190,WH-010,18.85,Available
INV-01191,LOT-01191,WH-004,2.56,Available
INV-01192,LOT-01192,WH-003,4.52,Available
INV-01193,LOT-01193,WH-010,14.31,Available
INV-01194,LOT-01194,WH-002,12.99,Available
INV-01195,LOT-01195,WH-001,9.94,Available
INV-01196,LOT-01196,WH-003,4.22,Available
INV-01197,LOT-01197,WH-009,5.53,Available
INV-01198,LOT-01198,WH-007,1.1,Available
INV-01199,LOT-01199,WH-009,17.63,Available
INV-01200,LOT-01200,WH-010,16.1,Available
INV-01201,LOT-01201,WH-004,10.36,Available
INV-01202,LOT-01202,WH-004,2.13,Available
INV-01203,LOT-01203,WH-004,12.65,Available
INV-01204,LOT-01204,WH-007,4.66,Available
INV-01205,LOT-01205,WH-009,6.56,Available
INV-01206,LOT-01206,WH-003,8.69,Available
INV-01207,LOT-01207,WH-010,8.82,Available
INV-01208,LOT-01208,WH-010,6.47,Available
INV-01209,LOT-01209,WH-004,12.71,Available
INV-01210,LOT-01210,WH-002,14.43,Available
INV-01211,LOT-01211,WH-005,13.32,Available
INV-01212,LOT-01212,WH-008,1.03,Available
INV-01213,LOT-01213,WH-002,8.71,Available
INV-01214,LOT-01214,WH-004,15.19,Available
INV-01215,LOT-01215,WH-003,11.96,Available
INV-01216,LOT-01216,WH-010,3.28,Available
INV-01217,LOT-01217,WH-004,3.52,Available
INV-01218,LOT-01218,WH-001,5.39,Available
INV-01219,LOT-01219,WH-004,15.15,Available
INV-01220,LOT-01220,WH-002,14.0,Available
INV-01221,LOT-01221,WH-003,19.34,Available
INV-01222,LOT-01222,WH-005,19.23,Available
INV-01223,LOT-01223,WH-010,1.05,Available
INV-01224,LOT-01224,WH-004,14.63,Available
INV-01225,LOT-01225,WH-001,8.85,Available
INV-01226,LOT-01226,WH-006,4.92,Available
INV-01227,LOT-01227,WH-003,3.79,Available
INV-01228,LOT-01228,WH-002,17.51,Available
INV-01229,LOT-01229,WH-006,19.57,Available
INV-01230,LOT-01230,WH-007,13.53,Available
INV-01231,LOT-01231,WH-005,9.42,Available
INV-01232,LOT-01232,WH-004,17.3,Available
INV-01233,LOT-01233,WH-003,4.93,Available
INV-01234,LOT-01234,WH-006,4.57,Available
INV-01235,LOT-01235,WH-004,10.31,Available
INV-01236,LOT-01236,WH-005,9.31,Available
INV-01237,LOT-01237,WH-005,1.06,Available
INV-01238,LOT-01238,WH-008,4.01,Available
INV-01239,LOT-01239,WH-001,15.22,Available
INV-01240,LOT-01240,WH-009,6.49,Available
INV-01241,LOT-01241,WH-007,3.1,Available
INV-01242,LOT-01242,WH-005,3.67,Available
INV-01243,LOT-01243,WH-005,4.36,Available
INV-01244,LOT-01244,WH-001,9.99,Available
INV-01245,LOT-01245,WH-009,2.24,Available
INV-01246,LOT-01246,WH-008,7.61,Available
INV-01247,LOT-01247,WH-004,9.54,Available
INV-01248,LOT-01248,WH-005,16.95,Available
INV-01249,LOT-01249,WH-007,6.12,Available
INV-01250,LOT-01250,WH-008,5.19,Available
INV-01251,LOT-01251,WH-003,1.33,Available
INV-01252,LOT-01252,WH-004,13.26,Available
INV-01253,LOT-01253,WH-007,5.16,Available
INV-01254,LOT-01254,WH-009,10.68,Available
INV-01255,LOT-01255,WH-003,3.09,Available
INV-01256,LOT-01256,WH-006,10.92,Available
INV-01257,LOT-01257,WH-002,6.16,Available
INV-01258,LOT-01258,WH-009,16.19,Available
INV-01259,LOT-01259,WH-007,1.39,Available
INV-01260,LOT-01260,WH-010,19.19,Available
INV-01261,LOT-01261,WH-002,5.58,Available
INV-01262,LOT-01262,WH-005,5.79,Available
INV-01263,LOT-01263,WH-004,15.4,Available
INV-01264,LOT-01264,WH-009,17.26,Available
INV-01265,LOT-01265,WH-010,16.18,Available
INV-01266,LOT-01266,WH-009,18.51,Available
INV-01267,LOT-01267,WH-008,19.57,Available
INV-01268,LOT-01268,WH-001,3.83,Available
INV-01269,LOT-01269,WH-001,7.22,Available
INV-01270,LOT-01270,WH-009,8.97,Available
INV-01271,LOT-01271,WH-006,1.03,Available
INV-01272,LOT-01272,WH-004,4.56,Available
INV-01273,LOT-01273,WH-005,14.7,Available
INV-01274,LOT-01274,WH-007,5.77,Available
INV-01275,LOT-01275,WH-005,12.14,Available
INV-01276,LOT-01276,WH-007,13.73,Available
INV-01277,LOT-01277,WH-010,11.74,Available
INV-01278,LOT-01278,WH-006,2.83,Available
INV-01279,LOT-01279,WH-008,12.87,Available
INV-01280,LOT-01280,WH-004,7.17,Available
INV-01281,LOT-01281,WH-006,7.78,Available
INV-01282,LOT-01282,WH-004,11.12,Available
INV-01283,LOT-01283,WH-008,5.32,Available
INV-01284,LOT-01284,WH-009,1.31,Available
INV-01285,LOT-01285,WH-002,2.96,Available
INV-01286,LOT-01286,WH-003,5.39,Available
INV-01287,LOT-01287,WH-001,4.89,Available
INV-01288,LOT-01288,WH-007,11.16,Available
INV-01289,LOT-01289,WH-002,2.95,Available
INV-01290,LOT-01290,WH-009,9.38,Available
INV-01291,LOT-01291,WH-003,5.19,Available
INV-01292,LOT-01292,WH-004,5.15,Available
INV-01293,LOT-01293,WH-002,1.7,Available
INV-01294,LOT-01294,WH-001,18.45,Available
INV-01295,LOT-01295,WH-007,3.29,Available
INV-01296,LOT-01296,WH-005,13.22,Available
INV-01297,LOT-01297,WH-008,17.97,Available
INV-01298,LOT-01298,WH-002,7.48,Available
INV-01299,LOT-01299,WH-004,12.62,Available
INV-01300,LOT-01300,WH-002,16.3,Available
INV-01301,LOT-01301,WH-010,11.2,Available
INV-01302,LOT-01302,WH-004,1.84,Available
INV-01303,LOT-01303,WH-005,11.28,Available
INV-01304,LOT-01304,WH-001,18.6,Available
INV-01305,LOT-01305,WH-008,16.52,Available
INV-01306,LOT-01306,WH-004,16.12,Available
INV-01307,LOT-01307,WH-006,2.9,Available
INV-01308,LOT-01308,WH-009,12.07,Available
INV-01309,LOT-01309,WH-010,6.28,Available
INV-01310,LOT-01310,WH-007,14.23,Available
INV-01311,LOT-01311,WH-006,15.31,Available
INV-01312,LOT-01312,WH-009,14.22,Available
INV-01313,LOT-01313,WH-001,15.04,Available
INV-01314,LOT-01314,WH-010,1.41,Available
INV-01315,LOT-01315,WH-005,4.66,Available
INV-01316,LOT-01316,WH-003,5.45,Available
INV-01317,LOT-01317,WH-001,14.92,Available
INV-01318,LOT-01318,WH-004,16.72,Available
INV-01319,LOT-01319,WH-004,3.52,Available
INV-01320,LOT-01320,WH-008,2.16,Available
INV-01321,LOT-01321,WH-008,5.29,Available
INV-01322,LOT-01322,WH-003,1.6,Available
INV-01323,LOT-01323,WH-004,7.97,Available
INV-01324,LOT-01324,WH-005,16.86,Available
INV-01325,LOT-01325,WH-007,3.92,Available
INV-01326,LOT-01326,WH-002,16.84,Available
INV-01327,LOT-01327,WH-003,10.0,Available
INV-01328,LOT-01328,WH-001,4.26,Available
INV-01329,LOT-01329,WH-001,11.13,Available
INV-01330,LOT-01330,WH-007,3.06,Available
INV-01331,LOT-01331,WH-003,5.02,Available
INV-01332,LOT-01332,WH-003,8.89,Available
INV-01333,LOT-01333,WH-007,5.36,Available
INV-01334,LOT-01334,WH-003,6.06,Available
INV-01335,LOT-01335,WH-009,14.56,Available
INV-01336,LOT-01336,WH-009,19.05,Available
INV-01337,LOT-01337,WH-010,18.08,Available
INV-01338,LOT-01338,WH-010,19.7,Available
INV-01339,LOT-01339,WH-008,3.99,Available
INV-01340,LOT-01340,WH-010,11.12,Available
INV-01341,LOT-01341,WH-010,5.1,Available
INV-01342,LOT-01342,WH-008,9.07,Available
INV-01343,LOT-01343,WH-010,16.9,Available
INV-01344,LOT-01344,WH-008,6.3,Available
INV-01345,LOT-01345,WH-005,12.52,Available
INV-01346,LOT-01346,WH-001,4.73,Available
INV-01347,LOT-01347,WH-005,8.13,Available
INV-01348,LOT-01348,WH-009,9.83,Available
INV-01349,LOT-01349,WH-002,17.62,Available
INV-01350,LOT-01350,WH-002,16.14,Available
INV-01351,LOT-01351,WH-003,18.12,Available
INV-01352,LOT-01352,WH-004,15.0,Available
INV-01353,LOT-01353,WH-009,19.04,Available
INV-01354,LOT-01354,WH-002,11.64,Available
INV-01355,LOT-01355,WH-007,18.28,Available
INV-01356,LOT-01356,WH-010,14.54,Available
INV-01357,LOT-01357,WH-003,2.0,Available
INV-01358,LOT-01358,WH-003,11.24,Available
INV-01359,LOT-01359,WH-004,16.18,Available
INV-01360,LOT-01360,WH-004,18.25,Available
INV-01361,LOT-01361,WH-009,17.31,Available
INV-01362,LOT-01362,WH-009,17.8,Available
INV-01363,LOT-01363,WH-004,11.24,Available
INV-01364,LOT-01364,WH-002,7.44,Available
INV-01365,LOT-01365,WH-009,2.78,Available
INV-01366,LOT-01366,WH-005,7.31,Available
INV-01367,LOT-01367,WH-003,16.73,Available
INV-01368,LOT-01368,WH-001,9.13,Available
INV-01369,LOT-01369,WH-004,3.65,Available
INV-01370,LOT-01370,WH-004,14.28,Available
INV-01371,LOT-01371,WH-002,10.84,Available
INV-01372,LOT-01372,WH-010,9.4,Available
INV-01373,LOT-01373,WH-007,14.7,Available
INV-01374,LOT-01374,WH-009,2.52,Available
INV-01375,LOT-01375,WH-006,9.76,Available
INV-01376,LOT-01376,WH-005,19.86,Available
INV-01377,LOT-01377,WH-006,1.57,Available
INV-01378,LOT-01378,WH-001,15.82,Available
INV-01379,LOT-01379,WH-001,17.39,Available
INV-01380,LOT-01380,WH-001,2.59,Available
INV-01381,LOT-01381,WH-003,15.39,Available
INV-01382,LOT-01382,WH-010,2.54,Available
INV-01383,LOT-01383,WH-004,10.13,Available
INV-01384,LOT-01384,WH-002,9.34,Available
INV-01385,LOT-01385,WH-009,13.3,Available
INV-01386,LOT-01386,WH-001,15.96,Available
INV-01387,LOT-01387,WH-010,1.49,Available
INV-01388,LOT-01388,WH-003,19.78,Available
INV-01389,LOT-01389,WH-006,8.2,Available
INV-01390,LOT-01390,WH-002,16.1,Available
INV-01391,LOT-01391,WH-009,13.27,Available
INV-01392,LOT-01392,WH-005,5.96,Available
INV-01393,LOT-01393,WH-002,11.37,Available
INV-01394,LOT-01394,WH-003,12.41,Available
INV-01395,LOT-01395,WH-010,11.26,Available
INV-01396,LOT-01396,WH-005,10.33,Available
INV-01397,LOT-01397,WH-002,3.86,Available
INV-01398,LOT-01398,WH-005,10.53,Available
INV-01399,LOT-01399,WH-001,6.97,Available
INV-01400,LOT-01400,WH-008,1.77,Available
INV-01401,LOT-01401,WH-007,9.88,Available
INV-01402,LOT-01402,WH-001,12.39,Available
INV-01403,LOT-01403,WH-001,13.58,Available
INV-01404,LOT-01404,WH-004,8.18,Available
INV-01405,LOT-01405,WH-006,2.69,Available
INV-01406,LOT-01406,WH-009,6.23,Available
INV-01407,LOT-01407,WH-003,8.7,Available
INV-01408,LOT-01408,WH-010,3.34,Available
INV-01409,LOT-01409,WH-007,3.84,Available
INV-01410,LOT-01410,WH-005,10.72,Available
INV-01411,LOT-01411,WH-006,8.02,Available
INV-01412,LOT-01412,WH-001,7.96,Available
INV-01413,LOT-01413,WH-003,15.92,Available
INV-01414,LOT-01414,WH-007,14.86,Available
INV-01415,LOT-01415,WH-009,14.57,Available
INV-01416,LOT-01416,WH-008,2.01,Available
INV-01417,LOT-01417,WH-004,5.57,Available
INV-01418,LOT-01418,WH-010,17.26,Available
INV-01419,LOT-01419,WH-009,9.74,Available
INV-01420,LOT-01420,WH-006,15.94,Available
INV-01421,LOT-01421,WH-001,15.67,Available
INV-01422,LOT-01422,WH-009,4.51,Available
INV-01423,LOT-01423,WH-002,2.15,Available
INV-01424,LOT-01424,WH-001,18.63,Available
INV-01425,LOT-01425,WH-007,5.8,Available
INV-01426,LOT-01426,WH-009,3.36,Available
INV-01427,LOT-01427,WH-009,18.39,Available
INV-01428,LOT-01428,WH-001,5.97,Available
INV-01429,LOT-01429,WH-005,19.28,Available
INV-01430,LOT-01430,WH-003,11.4,Available
INV-01431,LOT-01431,WH-008,10.47,Available
INV-01432,LOT-01432,WH-004,10.8,Available
INV-01433,LOT-01433,WH-007,14.65,Available
INV-01434,LOT-01434,WH-004,11.04,Available
INV-01435,LOT-01435,WH-002,8.59,Available
INV-01436,LOT-01436,WH-004,3.94,Available
INV-01437,LOT-01437,WH-002,3.69,Available
INV-01438,LOT-01438,WH-007,12.76,Available
INV-01439,LOT-01439,WH-005,14.79,Available
INV-01440,LOT-01440,WH-009,11.86,Available
INV-01441,LOT-01441,WH-005,8.75,Available
INV-01442,LOT-01442,WH-003,1.39,Available
INV-01443,LOT-01443,WH-007,15.37,Available
INV-01444,LOT-01444,WH-003,8.0,Available
INV-01445,LOT-01445,WH-009,9.19,Available
INV-01446,LOT-01446,WH-002,6.88,Available
INV-01447,LOT-01447,WH-005,2.56,Available
INV-01448,LOT-01448,WH-001,16.62,Available
INV-01449,LOT-01449,WH-005,18.96,Available
INV-01450,LOT-01450,WH-007,3.98,Available
INV-01451,LOT-01451,WH-006,15.4,Available
INV-01452,LOT-01452,WH-001,4.55,Available
INV-01453,LOT-01453,WH-004,14.7,Available
INV-01454,LOT-01454,WH-006,7.46,Available
INV-01455,LOT-01455,WH-003,6.58,Available
INV-01456,LOT-01456,WH-001,13.7,Available
INV-01457,LOT-01457,WH-008,8.17,Available
INV-01458,LOT-01458,WH-007,16.05,Available
INV-01459,LOT-01459,WH-005,10.75,Available
INV-01460,LOT-01460,WH-009,10.6,Available
INV-01461,LOT-01461,WH-001,15.67,Available
INV-01462,LOT-01462,WH-002,8.0,Available
INV-01463,LOT-01463,WH-009,14.25,Available
INV-01464,LOT-01464,WH-009,4.39,Available
INV-01465,LOT-01465,WH-005,7.3,Available
INV-01466,LOT-01466,WH-003,9.85,Available
INV-01467,LOT-01467,WH-001,13.8,Available
INV-01468,LOT-01468,WH-006,1.71,Available
INV-01469,LOT-01469,WH-001,19.87,Available
INV-01470,LOT-01470,WH-005,5.54,Available
INV-01471,LOT-01471,WH-004,4.97,Available
INV-01472,LOT-01472,WH-006,4.69,Available
INV-01473,LOT-01473,WH-009,5.9,Available
INV-01474,LOT-01474,WH-006,17.79,Available
INV-01475,LOT-01475,WH-002,8.5,Available
INV-01476,LOT-01476,WH-004,16.33,Available
INV-01477,LOT-01477,WH-002,2.71,Available
INV-01478,LOT-01478,WH-010,9.64,Available
INV-01479,LOT-01479,WH-008,14.7,Available
INV-01480,LOT-01480,WH-002,11.34,Available
INV-01481,LOT-01481,WH-010,19.54,Available
INV-01482,LOT-01482,WH-004,12.27,Available
INV-01483,LOT-01483,WH-004,10.36,Available
INV-01484,LOT-01484,WH-003,8.69,Available
INV-01485,LOT-01485,WH-006,19.99,Available
INV-01486,LOT-01486,WH-001,17.77,Available
INV-01487,LOT-01487,WH-001,14.74,Available
INV-01488,LOT-01488,WH-002,18.44,Available
INV-01489,LOT-01489,WH-010,15.47,Available
INV-01490,LOT-01490,WH-008,15.41,Available
INV-01491,LOT-01491,WH-006,19.84,Available
INV-01492,LOT-01492,WH-002,9.77,Available
INV-01493,LOT-01493,WH-009,17.31,Available
INV-01494,LOT-01494,WH-009,14.69,Available
INV-01495,LOT-01495,WH-009,17.94,Available
INV-01496,LOT-01496,WH-001,18.32,Available
INV-01497,LOT-01497,WH-004,16.59,Available
INV-01498,LOT-01498,WH-001,12.14,Available
INV-01499,LOT-01499,WH-006,15.79,Available
INV-01500,LOT-01500,WH-002,11.45,Available
INV-01501,LOT-01501,WH-010,10.95,Available
INV-01502,LOT-01502,WH-001,5.64,Available
INV-01503,LOT-01503,WH-007,7.34,Available
INV-01504,LOT-01504,WH-008,6.01,Available
INV-01505,LOT-01505,WH-005,16.64,Available
INV-01506,LOT-01506,WH-010,3.27,Available
INV-01507,LOT-01507,WH-007,18.42,Available
INV-01508,LOT-01508,WH-010,13.92,Available
INV-01509,LOT-01509,WH-007,7.99,Available
INV-01510,LOT-01510,WH-006,3.54,Available
INV-01511,LOT-01511,WH-001,2.45,Available
INV-01512,LOT-01512,WH-010,2.35,Available
INV-01513,LOT-01513,WH-002,17.55,Available
INV-01514,LOT-01514,WH-010,6.45,Available
INV-01515,LOT-01515,WH-009,6.55,Available
INV-01516,LOT-01516,WH-004,8.54,Available
INV-01517,LOT-01517,WH-008,7.52,Available
INV-01518,LOT-01518,WH-001,12.14,Available
INV-01519,LOT-01519,WH-007,4.7,Available
INV-01520,LOT-01520,WH-003,18.89,Available
INV-01521,LOT-01521,WH-010,12.44,Available
INV-01522,LOT-01522,WH-003,2.4,Available
INV-01523,LOT-01523,WH-008,6.23,Available
INV-01524,LOT-01524,WH-006,8.95,Available
INV-01525,LOT-01525,WH-002,5.85,Available
INV-01526,LOT-01526,WH-001,14.21,Available
INV-01527,LOT-01527,WH-005,3.47,Available
INV-01528,LOT-01528,WH-009,8.74,Available
INV-01529,LOT-01529,WH-001,16.76,Available
INV-01530,LOT-01530,WH-001,15.78,Available
INV-01531,LOT-01531,WH-006,5.52,Available
INV-01532,LOT-01532,WH-007,9.14,Available
INV-01533,LOT-01533,WH-001,10.87,Available
INV-01534,LOT-01534,WH-002,3.21,Available
INV-01535,LOT-01535,WH-003,9.1,Available
INV-01536,LOT-01536,WH-001,18.84,Available
INV-01537,LOT-01537,WH-004,17.62,Available
INV-01538,LOT-01538,WH-001,10.88,Available
INV-01539,LOT-01539,WH-004,7.87,Available
INV-01540,LOT-01540,WH-007,17.81,Available
INV-01541,LOT-01541,WH-002,16.55,Available
INV-01542,LOT-01542,WH-001,8.34,Available
INV-01543,LOT-01543,WH-008,2.38,Available
INV-01544,LOT-01544,WH-004,2.9,Available
INV-01545,LOT-01545,WH-003,15.58,Available
INV-01546,LOT-01546,WH-005,18.05,Available
INV-01547,LOT-01547,WH-006,1.99,Available
INV-01548,LOT-01548,WH-007,10.67,Available
INV-01549,LOT-01549,WH-003,9.29,Available
INV-01550,LOT-01550,WH-002,10.22,Available
INV-01551,LOT-01551,WH-008,9.06,Available
INV-01552,LOT-01552,WH-009,13.24,Available
INV-01553,LOT-01553,WH-003,12.8,Available
INV-01554,LOT-01554,WH-009,16.8,Available
INV-01555,LOT-01555,WH-005,15.24,Available
INV-01556,LOT-01556,WH-001,3.2,Available
INV-01557,LOT-01557,WH-005,18.03,Available
INV-01558,LOT-01558,WH-001,16.08,Available
INV-01559,LOT-01559,WH-008,15.82,Available
INV-01560,LOT-01560,WH-006,6.67,Available
INV-01561,LOT-01561,WH-008,17.39,Available
INV-01562,LOT-01562,WH-009,15.0,Available
INV-01563,LOT-01563,WH-009,3.59,Available
INV-01564,LOT-01564,WH-001,5.03,Available
INV-01565,LOT-01565,WH-006,12.68,Available
INV-01566,LOT-01566,WH-002,2.01,Available
INV-01567,LOT-01567,WH-006,9.58,Available
INV-01568,LOT-01568,WH-001,12.51,Available
INV-01569,LOT-01569,WH-001,10.64,Available
INV-01570,LOT-01570,WH-010,12.04,Available
INV-01571,LOT-01571,WH-002,16.26,Available
INV-01572,LOT-01572,WH-005,11.91,Available
INV-01573,LOT-01573,WH-001,14.58,Available
INV-01574,LOT-01574,WH-008,19.85,Available
INV-01575,LOT-01575,WH-010,16.34,Available
INV-01576,LOT-01576,WH-007,15.37,Available
INV-01577,LOT-01577,WH-010,12.85,Available
INV-01578,LOT-01578,WH-007,15.57,Available
INV-01579,LOT-01579,WH-010,16.35,Available
INV-01580,LOT-01580,WH-005,16.78,Available
INV-01581,LOT-01581,WH-010,15.43,Available
INV-01582,LOT-01582,WH-008,2.7,Available
INV-01583,LOT-01583,WH-009,6.62,Available
INV-01584,LOT-01584,WH-009,15.89,Available
INV-01585,LOT-01585,WH-010,8.3,Available
INV-01586,LOT-01586,WH-010,5.72,Available
INV-01587,LOT-01587,WH-006,11.74,Available
INV-01588,LOT-01588,WH-005,1.4,Available
INV-01589,LOT-01589,WH-009,17.86,Available
INV-01590,LOT-01590,WH-010,12.76,Available
INV-01591,LOT-01591,WH-004,19.11,Available
INV-01592,LOT-01592,WH-004,3.06,Available
INV-01593,LOT-01593,WH-004,6.59,Available
INV-01594,LOT-01594,WH-003,15.75,Available
INV-01595,LOT-01595,WH-007,8.68,Available
INV-01596,LOT-01596,WH-009,19.25,Available
INV-01597,LOT-01597,WH-001,8.75,Available
INV-01598,LOT-01598,WH-001,19.81,Available
INV-01599,LOT-01599,WH-008,3.95,Available
INV-01600,LOT-01600,WH-002,9.69,Available
INV-01601,LOT-01601,WH-007,19.47,Available
INV-01602,LOT-01602,WH-001,13.2,Available
INV-01603,LOT-01603,WH-003,15.24,Available
INV-01604,LOT-01604,WH-005,11.67,Available
INV-01605,LOT-01605,WH-004,10.88,Available
INV-01606,LOT-01606,WH-004,7.19,Available
INV-01607,LOT-01607,WH-010,18.25,Available
INV-01608,LOT-01608,WH-004,18.07,Available
INV-01609,LOT-01609,WH-009,3.63,Available
INV-01610,LOT-01610,WH-009,15.38,Available
INV-01611,LOT-01611,WH-005,16.73,Available
INV-01612,LOT-01612,WH-006,19.24,Available
INV-01613,LOT-01613,WH-002,19.65,Available
INV-01614,LOT-01614,WH-010,12.59,Available
INV-01615,LOT-01615,WH-006,1.57,Available
INV-01616,LOT-01616,WH-003,8.72,Available
INV-01617,LOT-01617,WH-006,11.35,Available
INV-01618,LOT-01618,WH-003,9.25,Available
INV-01619,LOT-01619,WH-005,2.78,Available
INV-01620,LOT-01620,WH-009,8.27,Available
INV-01621,LOT-01621,WH-007,7.55,Available
INV-01622,LOT-01622,WH-002,18.55,Available
INV-01623,LOT-01623,WH-004,1.28,Available
INV-01624,LOT-01624,WH-008,16.37,Available
INV-01625,LOT-01625,WH-002,13.77,Available
INV-01626,LOT-01626,WH-003,15.56,Available
INV-01627,LOT-01627,WH-009,6.96,Available
INV-01628,LOT-01628,WH-006,19.63,Available
INV-01629,LOT-01629,WH-002,5.79,Available
INV-01630,LOT-01630,WH-004,15.77,Available
INV-01631,LOT-01631,WH-007,11.29,Available
INV-01632,LOT-01632,WH-004,12.16,Available
INV-01633,LOT-01633,WH-005,17.15,Available
INV-01634,LOT-01634,WH-005,12.89,Available
INV-01635,LOT-01635,WH-001,17.24,Available
INV-01636,LOT-01636,WH-003,10.09,Available
INV-01637,LOT-01637,WH-004,1.02,Available
INV-01638,LOT-01638,WH-009,9.25,Available
INV-01639,LOT-01639,WH-007,18.24,Available
INV-01640,LOT-01640,WH-007,2.19,Available
INV-01641,LOT-01641,WH-001,3.22,Available
INV-01642,LOT-01642,WH-007,10.57,Available
INV-01643,LOT-01643,WH-002,2.54,Available
INV-01644,LOT-01644,WH-004,16.47,Available
INV-01645,LOT-01645,WH-006,16.65,Available
INV-01646,LOT-01646,WH-001,1.91,Available
INV-01647,LOT-01647,WH-002,8.13,Available
INV-01648,LOT-01648,WH-001,12.63,Available
INV-01649,LOT-01649,WH-005,2.52,Available
INV-01650,LOT-01650,WH-010,2.39,Available
INV-01651,LOT-01651,WH-006,2.03,Available
INV-01652,LOT-01652,WH-007,15.7,Available
INV-01653,LOT-01653,WH-009,4.72,Available
INV-01654,LOT-01654,WH-010,19.04,Available
INV-01655,LOT-01655,WH-007,12.91,Available
INV-01656,LOT-01656,WH-001,14.87,Available
INV-01657,LOT-01657,WH-004,13.11,Available
INV-01658,LOT-01658,WH-005,1.32,Available
INV-01659,LOT-01659,WH-008,9.37,Available
INV-01660,LOT-01660,WH-010,6.35,Available
INV-01661,LOT-01661,WH-003,2.11,Available
INV-01662,LOT-01662,WH-008,17.82,Available
INV-01663,LOT-01663,WH-007,15.5,Available
INV-01664,LOT-01664,WH-007,13.76,Available
INV-01665,LOT-01665,WH-010,3.61,Available
INV-01666,LOT-01666,WH-001,11.55,Available
INV-01667,LOT-01667,WH-002,15.17,Available
INV-01668,LOT-01668,WH-008,14.77,Available
INV-01669,LOT-01669,WH-008,18.53,Available
INV-01670,LOT-01670,WH-001,19.66,Available
INV-01671,LOT-01671,WH-010,14.29,Available
INV-01672,LOT-01672,WH-010,2.27,Available
INV-01673,LOT-01673,WH-005,1.43,Available
INV-01674,LOT-01674,WH-009,13.82,Available
INV-01675,LOT-01675,WH-005,2.28,Available
INV-01676,LOT-01676,WH-004,4.77,Available
