id,buyer_id,status
ORD-01472,BYR-0099,Reserved
ORD-01473,BYR-0057,Reserved
ORD-01474,BYR-0030,Reserved
ORD-01475,BYR-0090,Reserved
ORD-01476,BYR-0079,Reserved
ORD-01477,BYR-0025,Reserved
ORD-01478,BYR-0067,Reserved
ORD-01479,BYR-0078,Reserved
ORD-01480,BYR-0078,Reserved
ORD-01481,BYR-0023,Reserved
ORD-01482,BYR-0001,Reserved
ORD-01483,BYR-0037,Reserved
ORD-01484,BYR-0047,Reserved
ORD-01485,BYR-0061,Reserved
ORD-01486,BYR-0089,Reserved
ORD-01487,BYR-0089,Reserved
ORD-01488,BYR-0029,Reserved
ORD-01489,BYR-0046,Reserved
ORD-01490,BYR-0029,Reserved
ORD-01491,BYR-0017,Reserved
ORD-01492,BYR-0030,Reserved
ORD-01493,BYR-0055,Reserved
ORD-01494,BYR-0055,Reserved
ORD-01495,BYR-0012,Reserved
ORD-01496,BYR-0065,Reserved
ORD-01497,BYR-0045,Reserved
ORD-01498,BYR-0005,Reserved
ORD-01499,BYR-0061,Reserved
ORD-01500,BYR-0051,Reserved
ORD-01501,BYR-0012,Reserved
ORD-01502,BYR-0007,Reserved
ORD-01503,BYR-0071,Reserved
ORD-01504,BYR-0059,Reserved
ORD-01505,BYR-0006,Reserved
ORD-01506,BYR-0066,Reserved
ORD-01507,BYR-0024,Reserved
ORD-01508,BYR-0050,Reserved
ORD-01509,BYR-0078,Reserved
ORD-01510,BYR-0064,Reserved
ORD-01511,BYR-0016,Reserved
ORD-01512,BYR-0098,Reserved
ORD-01513,BYR-0065,Reserved
ORD-01514,BYR-0021,Reserved
ORD-01515,BYR-0026,Reserved
ORD-01516,BYR-0049,Reserved
ORD-01517,BYR-0005,Reserved
ORD-01518,BYR-0013,Reserved
ORD-01519,BYR-0002,Reserved
ORD-01520,BYR-0063,Reserved
ORD-01521,BYR-0016,Reserved
ORD-01522,BYR-0020,Reserved
ORD-01523,BYR-0051,Reserved
ORD-01524,BYR-0013,Reserved
ORD-01525,BYR-0046,Reserved
ORD-01526,BYR-0083,Reserved
ORD-01527,BYR-0071,Reserved
ORD-01528,BYR-0029,Reserved
ORD-01529,BYR-0072,Reserved
ORD-01530,BYR-0087,Reserved
ORD-01531,BYR-0072,Reserved
ORD-01532,BYR-0081,Reserved
ORD-01533,BYR-0024,Reserved
ORD-01534,BYR-0091,Reserved
ORD-01535,BYR-0012,Reserved
ORD-01536,BYR-0064,Reserved
ORD-01537,BYR-0086,Reserved
ORD-01538,BYR-0081,Reserved
ORD-01539,BYR-0056,Reserved
ORD-01540,BYR-0091,Reserved
ORD-01541,BYR-0098,Reserved
ORD-01542,BYR-0034,Reserved
ORD-01543,BYR-0069,Reserved
ORD-01544,BYR-0034,Reserved
ORD-01545,BYR-0100,Reserved
ORD-01546,BYR-0052,Reserved
ORD-01547,BYR-0062,Reserved
ORD-01548,BYR-0026,Reserved
ORD-01549,BYR-0042,Reserved
ORD-01550,BYR-0057,Reserved
ORD-01551,BYR-0097,Reserved
ORD-01552,BYR-0034,Reserved
ORD-01553,BYR-0017,Reserved
ORD-01554,BYR-0019,Reserved
ORD-01555,BYR-0027,Reserved
ORD-01556,BYR-0028,Reserved
ORD-01557,BYR-0089,Reserved
ORD-01558,BYR-0020,Reserved
ORD-01559,BYR-0019,Reserved
ORD-01560,BYR-0021,Reserved
ORD-01561,BYR-0092,Reserved
ORD-01562,BYR-0066,Reserved
ORD-01563,BYR-0003,Reserved
ORD-01564,BYR-0082,Reserved
ORD-01565,BYR-0014,Reserved
ORD-01566,BYR-0097,Reserved
ORD-01567,BYR-0078,Reserved
ORD-01568,BYR-0038,Reserved
ORD-01569,BYR-0033,Reserved
ORD-01570,BYR-0020,Reserved
ORD-01571,BYR-0045,Reserved
ORD-01572,BYR-0072,Reserved
ORD-01573,BYR-0086,Reserved
ORD-01574,BYR-0095,Reserved
ORD-01575,BYR-0073,Reserved
ORD-01576,BYR-0020,Reserved
ORD-01577,BYR-0092,Reserved
ORD-01578,BYR-0086,Reserved
ORD-01579,BYR-0088,Reserved
ORD-01580,BYR-0081,Reserved
ORD-01581,BYR-0024,Reserved
ORD-01582,BYR-0023,Reserved
ORD-01583,BYR-0094,Reserved
ORD-01584,BYR-0046,Reserved
ORD-01585,BYR-0052,Reserved
ORD-01586,BYR-0008,Reserved
ORD-01587,BYR-0049,Reserved
ORD-01588,BYR-0024,Reserved
ORD-01589,BYR-0080,Reserved
ORD-01590,BYR-0044,Reserved
ORD-01591,BYR-0028,Reserved
ORD-01592,BYR-0048,Reserved
ORD-01593,BYR-0084,Reserved
ORD-01594,BYR-0007,Reserved
ORD-01595,BYR-0050,Reserved
ORD-01596,BYR-0032,Reserved
ORD-01597,BYR-0082,Reserved
ORD-01598,BYR-0093,Reserved
ORD-01599,BYR-0062,Reserved
ORD-01600,BYR-0032,Reserved
ORD-01601,BYR-0009,Reserved
ORD-01602,BYR-0083,Reserved
ORD-01603,BYR-0015,Reserved
ORD-01604,BYR-0069,Reserved
ORD-01605,BYR-0008,Reserved
ORD-01606,BYR-0035,Reserved
ORD-01607,BYR-0051,Reserved
ORD-01608,BYR-0088,Reserved
ORD-01609,BYR-0063,Reserved
ORD-01610,BYR-0036,Reserved
ORD-01611,BYR-0014,Reserved
ORD-01612,BYR-0031,Reserved
ORD-01613,BYR-0001,Reserved
ORD-01614,BYR-0063,Reserved
ORD-01615,BYR-0086,Reserved
ORD-01616,BYR-0041,Reserved
ORD-01617,BYR-0030,Reserved
ORD-01618,BYR-0072,Reserved
ORD-01619,BYR-0040,Reserved
ORD-01620,BYR-0099,Reserved
ORD-01621,BYR-0016,Reserved
ORD-01622,BYR-0084,Reserved
ORD-01623,BYR-0072,Reserved
ORD-01624,BYR-0042,Reserved
ORD-01625,BYR-0020,Reserved
ORD-01626,BYR-0002,Reserved
ORD-01627,BYR-0085,Reserved
ORD-01628,BYR-0010,Reserved
ORD-01629,BYR-0029,Reserved
ORD-01630,BYR-0100,Reserved
ORD-01631,BYR-0050,Reserved
ORD-01632,BYR-0023,Reserved
ORD-01633,BYR-0052,Reserved
ORD-01634,BYR-0085,Reserved
ORD-01635,BYR-0008,Reserved
ORD-01636,BYR-0066,Reserved
ORD-01637,BYR-0037,Reserved
ORD-01638,BYR-0085,Reserved
ORD-01639,BYR-0052,Reserved
ORD-01640,BYR-0030,Reserved
ORD-01641,BYR-0074,Reserved
ORD-01642,BYR-0093,Reserved
ORD-01643,BYR-0061,Reserved
ORD-01644,BYR-0085,Reserved
ORD-01645,BYR-0047,Reserved
ORD-01646,BYR-0050,Reserved
ORD-01647,BYR-0009,Reserved
ORD-01648,BYR-0041,Reserved
ORD-01649,BYR-0094,Reserved
ORD-01650,BYR-0036,Reserved
ORD-01651,BYR-0061,Reserved
ORD-01652,BYR-0006,Reserved
ORD-01653,BYR-0047,Reserved
ORD-01654,BYR-0041,Reserved
ORD-01655,BYR-0033,Reserved
ORD-01656,BYR-0073,Reserved
ORD-01657,BYR-0010,Reserved
ORD-01658,BYR-0023,Reserved
ORD-01659,BYR-0081,Reserved
ORD-01660,BYR-0085,Reserved
ORD-01661,BYR-0009,Reserved
ORD-01662,BYR-0048,Reserved
ORD-01663,BYR-0012,Reserved
ORD-01664,BYR-0055,Reserved
ORD-01665,BYR-0093,Reserved
ORD-01666,BYR-0035,Reserved
ORD-01667,BYR-0010,Reserved
ORD-01668,BYR-0010,Reserved
ORD-01669,BYR-0073,Reserved
ORD-01670,BYR-0099,Reserved
ORD-01671,BYR-0087,Reserved
ORD-01672,BYR-0044,Reserved
ORD-01673,BYR-0043,Reserved
ORD-01674,BYR-0055,Reserved
ORD-01675,BYR-0035,Reserved
ORD-01676,BYR-0003,Reserved
ORD-01677,BYR-0073,Reserved
ORD-01678,BYR-0086,Reserved
ORD-01679,BYR-0012,Reserved
ORD-01680,BYR-0074,Reserved
ORD-01681,BYR-0093,Reserved
ORD-01682,BYR-0049,Reserved
ORD-01683,BYR-0076,Reserved
ORD-01684,BYR-0028,Reserved
ORD-01685,BYR-0076,Reserved
ORD-01686,BYR-0042,Reserved
ORD-01687,BYR-0058,Reserved
ORD-01688,BYR-0071,Reserved
ORD-01689,BYR-0064,Reserved
ORD-01690,BYR-0046,Reserved
ORD-01691,BYR-0024,Reserved
ORD-01692,BYR-0008,Reserved
ORD-01693,BYR-0062,Reserved
ORD-01694,BYR-0001,Reserved
ORD-01695,BYR-0018,Reserved
ORD-01696,BYR-0003,Reserved
ORD-01697,BYR-0033,Reserved
ORD-01698,BYR-0022,Reserved
ORD-01699,BYR-0056,Reserved
ORD-01700,BYR-0021,Reserved
ORD-01701,BYR-0086,Reserved
ORD-01702,BYR-0002,Reserved
ORD-01703,BYR-0010,Reserved
ORD-01704,BYR-0080,Reserved
ORD-01705,BYR-0084,Reserved
ORD-01706,BYR-0064,Reserved
ORD-01707,BYR-0013,Reserved
ORD-01708,BYR-0018,Reserved
ORD-01709,BYR-0094,Reserved
ORD-01710,BYR-0085,Reserved
ORD-01711,BYR-0012,Reserved
ORD-01712,BYR-0020,Reserved
ORD-01713,BYR-0040,Reserved
ORD-01714,BYR-0010,Reserved
ORD-01715,BYR-0026,Reserved
ORD-01716,BYR-0074,Reserved
ORD-01717,BYR-0032,Reserved
ORD-01718,BYR-0097,Reserved
ORD-01719,BYR-0092,Reserved
ORD-01720,BYR-0056,Reserved
ORD-01721,BYR-0080,Reserved
ORD-01722,BYR-0052,Reserved
ORD-01723,BYR-0060,Reserved
ORD-01724,BYR-0069,Reserved
ORD-01725,BYR-0073,Reserved
ORD-01726,BYR-0083,Reserved
ORD-01727,BYR-0059,Reserved
ORD-01728,BYR-0052,Reserved
ORD-01729,BYR-0005,Reserved
ORD-01730,BYR-0073,Reserved
ORD-01731,BYR-0067,Reserved
ORD-01732,BYR-0061,Reserved
ORD-01733,BYR-0028,Reserved
ORD-01734,BYR-0010,Reserved
ORD-01735,BYR-0022,Reserved
ORD-01736,BYR-0055,Reserved
ORD-01737,BYR-0063,Reserved
ORD-01738,BYR-0062,Reserved
ORD-01739,BYR-0030,Reserved
ORD-01740,BYR-0011,Reserved
ORD-01741,BYR-0078,Reserved
ORD-01742,BYR-0099,Reserved
ORD-01743,BYR-0024,Reserved
ORD-01744,BYR-0017,Reserved
ORD-01745,BYR-0057,Reserved
ORD-01746,BYR-0084,Reserved
ORD-01747,BYR-0050,Reserved
ORD-01748,BYR-0087,Reserved
ORD-01749,BYR-0098,Reserved
ORD-01750,BYR-0004,Reserved
ORD-01751,BYR-0059,Reserved
ORD-01752,BYR-0044,Reserved
ORD-01753,BYR-0090,Reserved
ORD-01754,BYR-0074,Reserved
ORD-01755,BYR-0068,Reserved
ORD-01756,BYR-0069,Reserved
ORD-01757,BYR-0080,Reserved
ORD-01758,BYR-0061,Reserved
ORD-01759,BYR-0084,Reserved
ORD-01760,BYR-0070,Reserved
ORD-01761,BYR-0054,Reserved
ORD-01762,BYR-0046,Reserved
ORD-01763,BYR-0031,Reserved
ORD-01764,BYR-0082,Reserved
ORD-01765,BYR-0027,Reserved
ORD-01766,BYR-0081,Reserved
ORD-01767,BYR-0088,Reserved
ORD-01768,BYR-0074,Reserved
ORD-01769,BYR-0090,Reserved
ORD-01770,BYR-0089,Reserved
ORD-01771,BYR-0040,Reserved
ORD-01772,BYR-0026,Reserved
ORD-01773,BYR-0015,Reserved
ORD-01774,BYR-0078,Reserved
ORD-01775,BYR-0012,Reserved
ORD-01776,BYR-0081,Reserved
ORD-01777,BYR-0099,Reserved
ORD-01778,BYR-0049,Reserved
ORD-01779,BYR-0043,Reserved
ORD-01780,BYR-0040,Reserved
ORD-01781,BYR-0025,Reserved
ORD-01782,BYR-0004,Reserved
ORD-01783,BYR-0066,Reserved
ORD-01784,BYR-0087,Reserved
ORD-01785,BYR-0093,Reserved
ORD-01786,BYR-0075,Reserved
ORD-01787,BYR-0082,Reserved
ORD-01788,BYR-0043,Reserved
ORD-01789,BYR-0024,Reserved
ORD-01790,BYR-0030,Reserved
ORD-01791,BYR-0016,Reserved
ORD-01792,BYR-0019,Reserved
ORD-01793,BYR-0006,Reserved
ORD-01794,BYR-0021,Reserved
ORD-01795,BYR-0016,Reserved
ORD-01796,BYR-0076,Reserved
ORD-01797,BYR-0009,Reserved
ORD-01798,BYR-0046,Reserved
ORD-01799,BYR-0004,Reserved
ORD-01800,BYR-0100,Reserved
